evidence_id,activity_id,application_id,candidate_id,source_type,verification_mode,context_id,source_ref,raw_evidence,created_at
EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0013,C0013,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_01,assessment_evidence.csv#EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 최소 납기 위반을 목표로 정의했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""문제 구조화"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 설비별 가용시간 제약을 확인했다""}",2026-10-15T11:54:00+09:00
EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0013,C0013,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_04,assessment_evidence.csv#EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04/raw_evidence,"{""action"":"""",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""UNSPECIFIED"",""response"":""해당 작업을 확인할 답변/산출물이 기록되지 않았다."",""revision"":"""",""task"":""새로운 기술 학습"",""verification"":""""}",2026-10-15T11:54:00+09:00
EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0013,C0013,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_05,assessment_evidence.csv#EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 담당 부분과 검토 요청을 동료에게 문서로 전달했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""협업 및 기술 커뮤니케이션"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 동료 피드백과 수정 내역을 함께 기록했다""}",2026-10-15T11:54:00+09:00
EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0013,C0013,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_06,assessment_evidence.csv#EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 실패한 배치 작업을 격리하는 절차를 정리했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""Production 경험"",""verification"":""추가 검증은 실행하지 않았다.""}",2026-10-15T11:54:00+09:00
EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0013,C0013,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_08,assessment_evidence.csv#EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 프로젝트의 담당 작업과 산출물을 설명했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""TEAM_UNCLEAR"",""response"":""팀 산출물을 설명했지만 개인이 확인한 범위는 구분하지 않았다."",""revision"":"""",""task"":""관련 연구/프로젝트"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 변경 전후 결과와 한계를 기록했다""}",2026-10-15T11:54:00+09:00
EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0008,C0008,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_01,assessment_evidence.csv#EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 최소 납기 위반을 목표로 정의했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":""검증에서 발견한 예외를 수정하고 같은 조건에서 다시 확인했다."",""task"":""문제 구조화"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 설비별 가용시간 제약을 확인했다""}",2026-10-17T10:37:00+09:00
EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0008,C0008,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_04,assessment_evidence.csv#EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 새 도구의 설명과 작은 실행 예제를 비교했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""TEAM_UNCLEAR"",""response"":""팀 산출물을 설명했지만 개인이 확인한 범위는 구분하지 않았다."",""revision"":"""",""task"":""새로운 기술 학습"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 문서 버전 차이를 확인하고 실행 예제를 수정했다""}",2026-10-17T10:37:00+09:00
EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0008,C0008,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_05,assessment_evidence.csv#EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 담당 부분과 검토 요청을 동료에게 문서로 전달했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""TEAM_UNCLEAR"",""response"":""팀 산출물을 설명했지만 개인이 확인한 범위는 구분하지 않았다."",""revision"":"""",""task"":""협업 및 기술 커뮤니케이션"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 동료 피드백과 수정 내역을 함께 기록했다""}",2026-10-17T10:37:00+09:00
EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0008,C0008,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_06,assessment_evidence.csv#EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 실패한 배치 작업을 격리하는 절차를 정리했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""Production 경험"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 재시도 중복과 복구 로그를 점검했다""}",2026-10-17T10:37:00+09:00
EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0008,C0008,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_08,assessment_evidence.csv#EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 프로젝트의 담당 작업과 산출물을 설명했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""관련 연구/프로젝트"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 변경 전후 결과와 한계를 기록했다""}",2026-10-17T10:37:00+09:00
EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0020,C0020,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_01,assessment_evidence.csv#EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01/raw_evidence,"{""action"":"""",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""UNSPECIFIED"",""response"":""해당 작업을 확인할 답변/산출물이 기록되지 않았다."",""revision"":"""",""task"":""문제 구조화"",""verification"":""""}",2026-10-21T13:09:00+09:00
EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0020,C0020,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_04,assessment_evidence.csv#EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 새 도구의 설명과 작은 실행 예제를 비교했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":""검증에서 발견한 예외를 수정하고 같은 조건에서 다시 확인했다."",""task"":""새로운 기술 학습"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 문서 버전 차이를 확인하고 실행 예제를 수정했다""}",2026-10-21T13:09:00+09:00
EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0020,C0020,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_05,assessment_evidence.csv#EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 담당 부분과 검토 요청을 동료에게 문서로 전달했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""협업 및 기술 커뮤니케이션"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 동료 피드백과 수정 내역을 함께 기록했다""}",2026-10-21T13:09:00+09:00
EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0020,C0020,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_06,assessment_evidence.csv#EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 실패한 배치 작업을 격리하는 절차를 정리했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":""검증에서 발견한 예외를 수정하고 같은 조건에서 다시 확인했다."",""task"":""Production 경험"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 재시도 중복과 복구 로그를 점검했다""}",2026-10-21T13:09:00+09:00
EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0020,C0020,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_08,assessment_evidence.csv#EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 프로젝트의 담당 작업과 산출물을 설명했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""관련 연구/프로젝트"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 변경 전후 결과와 한계를 기록했다""}",2026-10-21T13:09:00+09:00
EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0027,C0027,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_01,assessment_evidence.csv#EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01/raw_evidence,"{""action"":"""",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""UNSPECIFIED"",""response"":""해당 작업을 확인할 답변/산출물이 기록되지 않았다."",""revision"":"""",""task"":""문제 구조화"",""verification"":""""}",2026-10-19T14:42:00+09:00
EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0027,C0027,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_04,assessment_evidence.csv#EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 새 도구의 설명과 작은 실행 예제를 비교했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""새로운 기술 학습"",""verification"":""추가 검증은 실행하지 않았다.""}",2026-10-19T14:42:00+09:00
EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0027,C0027,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_05,assessment_evidence.csv#EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 담당 부분과 검토 요청을 동료에게 문서로 전달했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""협업 및 기술 커뮤니케이션"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 동료 피드백과 수정 내역을 함께 기록했다""}",2026-10-19T14:42:00+09:00
EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0027,C0027,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_06,assessment_evidence.csv#EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 실패한 배치 작업을 격리하는 절차를 정리했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""TEAM_UNCLEAR"",""response"":""팀 산출물을 설명했지만 개인이 확인한 범위는 구분하지 않았다."",""revision"":"""",""task"":""Production 경험"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 재시도 중복과 복구 로그를 점검했다""}",2026-10-19T14:42:00+09:00
EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0027,C0027,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_08,assessment_evidence.csv#EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 프로젝트의 담당 작업과 산출물을 설명했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""관련 연구/프로젝트"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 변경 전후 결과와 한계를 기록했다""}",2026-10-19T14:42:00+09:00
EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0018,C0018,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_01,assessment_evidence.csv#EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 최소 납기 위반을 목표로 정의했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":""검증에서 발견한 예외를 수정하고 같은 조건에서 다시 확인했다."",""task"":""문제 구조화"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 설비별 가용시간 제약을 확인했다""}",2026-10-21T14:53:00+09:00
EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0018,C0018,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_04,assessment_evidence.csv#EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 새 도구의 설명과 작은 실행 예제를 비교했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""새로운 기술 학습"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 문서 버전 차이를 확인하고 실행 예제를 수정했다""}",2026-10-21T14:53:00+09:00
EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW,APP0018,C0018,APPLICATION_RESPONSE,SELF_REPORTED,DOCUMENT_REVIEW_M1_SKILL_05,assessment_evidence.csv#EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05/raw_evidence,"{""action"":""지원 답변에서 주장: 지원 질문의 경험·성장·역할 자기기술 — 담당 부분과 검토 요청을 동료에게 문서로 전달했다"",""context"":""지원 질문의 경험·성장·역할 자기기술"",""ownership"":""SELF"",""response"":""해당 맥락에서 수행한 작업과 확인 범위를 기록했다."",""revision"":"""",""task"":""협업 및 기술 커뮤니케이션"",""verification"":""지원 질문의 경험·성장·역할 자기기술 — 동료 피드백과 수정 내역을 함께 기록했다""}",2026-10-21T14:53:00+09:00
