offer_event_id,offer_id,event_type,occurred_at,reason_code
OF_APP0196_OFFERED,OF_APP0196,OFFERED,2027-02-26T11:55:00+09:00,
OF_APP0196_ACCEPTED,OF_APP0196,ACCEPTED,2027-03-08T11:55:00+09:00,
OF_APP0210_OFFERED,OF_APP0210,OFFERED,2027-03-07T14:05:00+09:00,
OF_APP0210_ACCEPTED,OF_APP0210,ACCEPTED,2027-03-11T14:05:00+09:00,
OF_APP0220_OFFERED,OF_APP0220,OFFERED,2027-03-09T16:50:00+09:00,
OF_APP0220_ACCEPTED,OF_APP0220,ACCEPTED,2027-03-13T16:50:00+09:00,
OF_APP0205_OFFERED,OF_APP0205,OFFERED,2027-03-04T13:15:00+09:00,
OF_APP0205_ACCEPTED,OF_APP0205,ACCEPTED,2027-03-14T13:15:00+09:00,
OF_APP0216_OFFERED,OF_APP0216,OFFERED,2027-03-05T14:30:00+09:00,
OF_APP0216_EXPIRED,OF_APP0216,EXPIRED,2027-03-19T14:30:00+09:00,UNKNOWN
OF_APP0243_OFFERED,OF_APP0243,OFFERED,2027-03-08T15:50:00+09:00,
OF_APP0243_ACCEPTED,OF_APP0243,ACCEPTED,2027-03-18T15:50:00+09:00,
OF_APP0254_OFFERED,OF_APP0254,OFFERED,2027-03-09T14:35:00+09:00,
OF_APP0254_ACCEPTED,OF_APP0254,ACCEPTED,2027-03-16T14:35:00+09:00,
OF_APP0238_OFFERED,OF_APP0238,OFFERED,2027-03-04T14:30:00+09:00,
OF_APP0238_ACCEPTED,OF_APP0238,ACCEPTED,2027-03-08T14:30:00+09:00,
OF_APP0253_OFFERED,OF_APP0253,OFFERED,2027-03-12T16:00:00+09:00,
OF_APP0253_ACCEPTED,OF_APP0253,ACCEPTED,2027-03-19T16:00:00+09:00,
OF_APP0215_OFFERED,OF_APP0215,OFFERED,2027-03-06T11:50:00+09:00,
OF_APP0215_ACCEPTED,OF_APP0215,ACCEPTED,2027-03-13T11:50:00+09:00,
OF_APP0264_OFFERED,OF_APP0264,OFFERED,2027-03-10T16:55:00+09:00,
OF_APP0264_EXPIRED,OF_APP0264,EXPIRED,2027-03-24T16:55:00+09:00,UNKNOWN
OF_APP0285_OFFERED,OF_APP0285,OFFERED,2027-03-17T14:05:00+09:00,
OF_APP0285_ACCEPTED,OF_APP0285,ACCEPTED,2027-03-27T14:05:00+09:00,
OF_APP0246_OFFERED,OF_APP0246,OFFERED,2027-03-12T16:25:00+09:00,
OF_APP0246_ACCEPTED,OF_APP0246,ACCEPTED,2027-03-19T16:25:00+09:00,
OF_APP0256_OFFERED,OF_APP0256,OFFERED,2027-03-13T11:55:00+09:00,
OF_APP0256_ACCEPTED,OF_APP0256,ACCEPTED,2027-03-15T11:55:00+09:00,
OF_APP0256_PRE_JOIN_WITHDRAWAL,OF_APP0256,PRE_JOIN_WITHDRAWAL,2027-03-16T11:55:00+09:00,UNKNOWN
OF_APP0297_OFFERED,OF_APP0297,OFFERED,2027-03-13T18:30:00+09:00,
OF_APP0297_ACCEPTED,OF_APP0297,ACCEPTED,2027-03-15T18:30:00+09:00,
OF_APP0299_OFFERED,OF_APP0299,OFFERED,2027-03-16T17:15:00+09:00,
OF_APP0299_ACCEPTED,OF_APP0299,ACCEPTED,2027-03-18T17:15:00+09:00,
OF_APP0299_PRE_JOIN_WITHDRAWAL,OF_APP0299,PRE_JOIN_WITHDRAWAL,2027-03-19T17:15:00+09:00,UNKNOWN
OF_APP0319_OFFERED,OF_APP0319,OFFERED,2027-03-16T15:45:00+09:00,
OF_APP0319_ACCEPTED,OF_APP0319,ACCEPTED,2027-03-26T15:45:00+09:00,
OF_APP0300_OFFERED,OF_APP0300,OFFERED,2027-03-12T13:35:00+09:00,
OF_APP0300_ACCEPTED,OF_APP0300,ACCEPTED,2027-03-16T13:35:00+09:00,
OF_APP0272_OFFERED,OF_APP0272,OFFERED,2027-03-12T12:20:00+09:00,
OF_APP0272_ACCEPTED,OF_APP0272,ACCEPTED,2027-03-19T12:20:00+09:00,
OF_APP0286_OFFERED,OF_APP0286,OFFERED,2027-03-23T13:10:00+09:00,
OF_APP0286_DECLINED,OF_APP0286,DECLINED,2027-03-25T13:10:00+09:00,UNKNOWN
OF_APP0309_OFFERED,OF_APP0309,OFFERED,2027-03-22T15:15:00+09:00,
OF_APP0309_DECLINED,OF_APP0309,DECLINED,2027-03-26T15:15:00+09:00,UNKNOWN
OF_APP0265_OFFERED,OF_APP0265,OFFERED,2027-03-29T12:45:00+09:00,
OF_APP0265_ACCEPTED,OF_APP0265,ACCEPTED,2027-04-05T12:45:00+09:00,
OF_APP0334_OFFERED,OF_APP0334,OFFERED,2027-03-17T13:00:00+09:00,
OF_APP0334_EXPIRED,OF_APP0334,EXPIRED,2027-03-31T13:00:00+09:00,UNKNOWN
OF_APP0301_OFFERED,OF_APP0301,OFFERED,2027-03-16T13:45:00+09:00,
OF_APP0301_EXPIRED,OF_APP0301,EXPIRED,2027-03-30T13:45:00+09:00,UNKNOWN
OF_APP0318_OFFERED,OF_APP0318,OFFERED,2027-03-29T14:30:00+09:00,
OF_APP0318_DECLINED,OF_APP0318,DECLINED,2027-04-02T14:30:00+09:00,UNKNOWN
OF_APP0342_OFFERED,OF_APP0342,OFFERED,2027-03-20T11:45:00+09:00,
OF_APP0342_EXPIRED,OF_APP0342,EXPIRED,2027-04-03T11:45:00+09:00,UNKNOWN
OF_APP0314_OFFERED,OF_APP0314,OFFERED,2027-04-03T12:55:00+09:00,
OF_APP0314_ACCEPTED,OF_APP0314,ACCEPTED,2027-04-07T12:55:00+09:00,
