workforce_event_id,employee_id,event_type,effective_at,source_ref,confirmed_by,confirmed_at,decision_provenance
WF_EMP_C0021_ONBOARDING_STARTED,EMP_C0021,ONBOARDING_STARTED,2027-03-01T09:00:00+09:00,onboarding_profiles.csv#EMP_C0021,,,
WF_EMP_C0021_RAMP_UP_EXTENDED,EMP_C0021,RAMP_UP_EXTENDED,2027-09-11T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0021_02/work_evidence,MENTOR_POOL_01,2027-09-11T09:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0021_READY_CONFIRMED,EMP_C0021,READY_CONFIRMED,2027-10-11T09:00:00+09:00,"{""gap_ids"":[""GAP_EMP_C0021_M1_SKILL_03"",""GAP_EMP_C0021_M1_SKILL_05""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0021_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0021_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0021_04/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0021_05/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0021_06/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0021_07/work_evidence""]}",MENTOR_POOL_01,2027-10-11T09:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0077_JOINED,EMP_C0077,JOINED,2027-03-01T09:00:00+09:00,offers.csv#OF_APP0077,,,
WF_EMP_C0077_ONBOARDING_STARTED,EMP_C0077,ONBOARDING_STARTED,2027-03-01T09:00:00+09:00,onboarding_profiles.csv#EMP_C0077,,,
WF_EMP_C0077_READY_CONFIRMED,EMP_C0077,READY_CONFIRMED,2027-09-11T09:00:00+09:00,"{""gap_ids"":[""GAP_EMP_C0077_M1_SKILL_05""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0077_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0077_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0077_03/work_evidence""]}",MENTOR_POOL_01,2027-09-11T09:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0050_JOINED,EMP_C0050,JOINED,2027-03-01T09:00:00+09:00,offers.csv#OF_APP0050,,,
WF_EMP_C0050_ONBOARDING_STARTED,EMP_C0050,ONBOARDING_STARTED,2027-03-01T09:00:00+09:00,onboarding_profiles.csv#EMP_C0050,,,
WF_EMP_C0050_RAMP_UP_EXTENDED,EMP_C0050,RAMP_UP_EXTENDED,2027-09-11T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0050_05/work_evidence,MENTOR_POOL_01,2027-09-11T09:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0061_JOINED,EMP_C0061,JOINED,2027-03-01T09:00:00+09:00,offers.csv#OF_APP0061,,,
WF_EMP_C0061_ONBOARDING_STARTED,EMP_C0061,ONBOARDING_STARTED,2027-03-01T09:00:00+09:00,onboarding_profiles.csv#EMP_C0061,,,
WF_EMP_C0061_RAMP_UP_EXTENDED,EMP_C0061,RAMP_UP_EXTENDED,2027-09-11T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0061_04/work_evidence,MENTOR_POOL_01,2027-09-11T09:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0061_READY_CONFIRMED,EMP_C0061,READY_CONFIRMED,2027-10-14T09:00:00+09:00,"{""gap_ids"":[""GAP_EMP_C0061_M1_SKILL_03"",""GAP_EMP_C0061_M1_SKILL_05""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0061_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0061_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0061_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0061_05/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0061_06/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0061_07/work_evidence""]}",MENTOR_POOL_01,2027-10-14T09:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0048_JOINED,EMP_C0048,JOINED,2027-03-02T16:40:00+09:00,offers.csv#OF_APP0048,,,
WF_EMP_C0048_ONBOARDING_STARTED,EMP_C0048,ONBOARDING_STARTED,2027-03-02T16:40:00+09:00,onboarding_profiles.csv#EMP_C0048,,,
WF_EMP_C0048_RAMP_UP_EXTENDED,EMP_C0048,RAMP_UP_EXTENDED,2027-09-12T16:40:00+09:00,onboarding_tasks.csv#TASK_EMP_C0048_02/work_evidence,MENTOR_POOL_01,2027-09-12T16:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0048_READY_CONFIRMED,EMP_C0048,READY_CONFIRMED,2027-10-26T16:40:00+09:00,"{""gap_ids"":[""GAP_EMP_C0048_M1_SKILL_03"",""GAP_EMP_C0048_M1_SKILL_05""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0048_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0048_05/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0048_07/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0048_08/work_evidence""]}",MENTOR_POOL_01,2027-10-26T16:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0128_JOINED,EMP_C0128,JOINED,2027-03-03T17:45:00+09:00,offers.csv#OF_APP0128,,,
WF_EMP_C0128_ONBOARDING_STARTED,EMP_C0128,ONBOARDING_STARTED,2027-03-03T17:45:00+09:00,onboarding_profiles.csv#EMP_C0128,,,
WF_EMP_C0128_RAMP_UP_EXTENDED,EMP_C0128,RAMP_UP_EXTENDED,2027-09-02T17:45:00+09:00,onboarding_tasks.csv#TASK_EMP_C0128_01/work_evidence,MENTOR_POOL_01,2027-09-02T17:45:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0079_JOINED,EMP_C0079,JOINED,2027-03-01T19:20:00+09:00,offers.csv#OF_APP0079,,,
WF_EMP_C0079_ONBOARDING_STARTED,EMP_C0079,ONBOARDING_STARTED,2027-03-01T19:20:00+09:00,onboarding_profiles.csv#EMP_C0079,,,
WF_EMP_C0079_RAMP_UP_EXTENDED,EMP_C0079,RAMP_UP_EXTENDED,2027-08-31T19:20:00+09:00,onboarding_tasks.csv#TASK_EMP_C0079_01/work_evidence,MENTOR_POOL_01,2027-08-31T19:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0079_READY_CONFIRMED,EMP_C0079,READY_CONFIRMED,2027-10-14T19:20:00+09:00,"{""gap_ids"":[""GAP_EMP_C0079_M1_SKILL_05""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0079_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0079_04/work_evidence""]}",MENTOR_POOL_01,2027-10-14T19:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0078_JOINED,EMP_C0078,JOINED,2027-03-01T09:00:00+09:00,offers.csv#OF_APP0078,,,
WF_EMP_C0078_ONBOARDING_STARTED,EMP_C0078,ONBOARDING_STARTED,2027-03-01T09:00:00+09:00,onboarding_profiles.csv#EMP_C0078,,,
WF_EMP_C0078_RAMP_UP_EXTENDED,EMP_C0078,RAMP_UP_EXTENDED,2027-09-11T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0078_01/work_evidence,MENTOR_POOL_01,2027-09-11T09:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0078_READY_CONFIRMED,EMP_C0078,READY_CONFIRMED,2027-10-14T09:00:00+09:00,"{""gap_ids"":[""GAP_EMP_C0078_M1_SKILL_03"",""GAP_EMP_C0078_M1_SKILL_05""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0078_04/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0078_06/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0078_07/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0078_08/work_evidence""]}",MENTOR_POOL_01,2027-10-14T09:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0123_JOINED,EMP_C0123,JOINED,2027-03-03T13:15:00+09:00,offers.csv#OF_APP0123,,,
WF_EMP_C0123_ONBOARDING_STARTED,EMP_C0123,ONBOARDING_STARTED,2027-03-03T13:15:00+09:00,onboarding_profiles.csv#EMP_C0123,,,
WF_EMP_C0123_RAMP_UP_EXTENDED,EMP_C0123,RAMP_UP_EXTENDED,2027-08-30T13:15:00+09:00,onboarding_tasks.csv#TASK_EMP_C0123_03/work_evidence,MENTOR_POOL_01,2027-08-30T13:15:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0123_READY_CONFIRMED,EMP_C0123,READY_CONFIRMED,2027-10-06T13:15:00+09:00,"{""gap_ids"":[""GAP_EMP_C0123_M1_SKILL_03""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0123_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0123_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0123_04/work_evidence""]}",MENTOR_POOL_01,2027-10-06T13:15:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0102_JOINED,EMP_C0102,JOINED,2027-03-02T13:25:00+09:00,offers.csv#OF_APP0102,,,
WF_EMP_C0102_ONBOARDING_STARTED,EMP_C0102,ONBOARDING_STARTED,2027-03-02T13:25:00+09:00,onboarding_profiles.csv#EMP_C0102,,,
WF_EMP_C0102_READY_CONFIRMED,EMP_C0102,READY_CONFIRMED,2027-09-01T13:25:00+09:00,"{""gap_ids"":[""GAP_EMP_C0102_M1_SKILL_06""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0102_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0102_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0102_03/work_evidence""]}",MENTOR_POOL_01,2027-09-01T13:25:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0068_JOINED,EMP_C0068,JOINED,2027-03-02T11:35:00+09:00,offers.csv#OF_APP0068,,,
WF_EMP_C0068_ONBOARDING_STARTED,EMP_C0068,ONBOARDING_STARTED,2027-03-02T11:35:00+09:00,onboarding_profiles.csv#EMP_C0068,,,
WF_EMP_C0068_RAMP_UP_EXTENDED,EMP_C0068,RAMP_UP_EXTENDED,2027-09-12T11:35:00+09:00,onboarding_tasks.csv#TASK_EMP_C0068_01/work_evidence,MENTOR_POOL_01,2027-09-12T11:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0068_READY_CONFIRMED,EMP_C0068,READY_CONFIRMED,2027-10-12T11:35:00+09:00,"{""gap_ids"":[""GAP_EMP_C0068_M1_SKILL_06""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0068_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0068_04/work_evidence""]}",MENTOR_POOL_01,2027-10-12T11:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0140_JOINED,EMP_C0140,JOINED,2027-03-12T12:40:00+09:00,offers.csv#OF_APP0140,,,
WF_EMP_C0140_ONBOARDING_STARTED,EMP_C0140,ONBOARDING_STARTED,2027-03-12T12:40:00+09:00,onboarding_profiles.csv#EMP_C0140,,,
WF_EMP_C0140_RAMP_UP_EXTENDED,EMP_C0140,RAMP_UP_EXTENDED,2027-09-15T12:40:00+09:00,onboarding_tasks.csv#TASK_EMP_C0140_04/work_evidence,MENTOR_POOL_01,2027-09-15T12:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0140_READY_CONFIRMED,EMP_C0140,READY_CONFIRMED,2027-10-22T12:40:00+09:00,"{""gap_ids"":[""GAP_EMP_C0140_M1_SKILL_03"",""GAP_EMP_C0140_M1_SKILL_06""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0140_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0140_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0140_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0140_05/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0140_06/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0140_07/work_evidence""]}",MENTOR_POOL_01,2027-10-22T12:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0121_JOINED,EMP_C0121,JOINED,2027-03-10T15:00:00+09:00,offers.csv#OF_APP0121,,,
WF_EMP_C0121_ONBOARDING_STARTED,EMP_C0121,ONBOARDING_STARTED,2027-03-10T15:00:00+09:00,onboarding_profiles.csv#EMP_C0121,,,
WF_EMP_C0121_RAMP_UP_EXTENDED,EMP_C0121,RAMP_UP_EXTENDED,2027-09-20T15:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0121_03/work_evidence,MENTOR_POOL_01,2027-09-20T15:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0142_JOINED,EMP_C0142,JOINED,2027-03-19T14:55:00+09:00,offers.csv#OF_APP0142,,,
WF_EMP_C0142_ONBOARDING_STARTED,EMP_C0142,ONBOARDING_STARTED,2027-03-19T14:55:00+09:00,onboarding_profiles.csv#EMP_C0142,,,
WF_EMP_C0142_RAMP_UP_EXTENDED,EMP_C0142,RAMP_UP_EXTENDED,2027-09-29T14:55:00+09:00,onboarding_tasks.csv#TASK_EMP_C0142_03/work_evidence,MENTOR_POOL_01,2027-09-29T14:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0142_READY_CONFIRMED,EMP_C0142,READY_CONFIRMED,2027-10-29T14:55:00+09:00,"{""gap_ids"":[""GAP_EMP_C0142_M1_SKILL_03""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0142_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0142_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0142_04/work_evidence""]}",MENTOR_POOL_01,2027-10-29T14:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0107_JOINED,EMP_C0107,JOINED,2027-03-04T17:30:00+09:00,offers.csv#OF_APP0107,,,
WF_EMP_C0107_ONBOARDING_STARTED,EMP_C0107,ONBOARDING_STARTED,2027-03-04T17:30:00+09:00,onboarding_profiles.csv#EMP_C0107,,,
WF_EMP_C0107_RAMP_UP_EXTENDED,EMP_C0107,RAMP_UP_EXTENDED,2027-09-03T17:30:00+09:00,onboarding_tasks.csv#TASK_EMP_C0107_01/work_evidence,MENTOR_POOL_01,2027-09-03T17:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0113_JOINED,EMP_C0113,JOINED,2027-03-06T16:45:00+09:00,offers.csv#OF_APP0113,,,
WF_EMP_C0113_ONBOARDING_STARTED,EMP_C0113,ONBOARDING_STARTED,2027-03-06T16:45:00+09:00,onboarding_profiles.csv#EMP_C0113,,,
WF_EMP_C0113_READY_CONFIRMED,EMP_C0113,READY_CONFIRMED,2027-09-09T16:45:00+09:00,"{""gap_ids"":[""GAP_EMP_C0113_M1_SKILL_05""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0113_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0113_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0113_03/work_evidence""]}",MENTOR_POOL_01,2027-09-09T16:45:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0135_JOINED,EMP_C0135,JOINED,2027-03-07T13:20:00+09:00,offers.csv#OF_APP0135,,,
WF_EMP_C0135_ONBOARDING_STARTED,EMP_C0135,ONBOARDING_STARTED,2027-03-07T13:20:00+09:00,onboarding_profiles.csv#EMP_C0135,,,
WF_EMP_C0135_RAMP_UP_EXTENDED,EMP_C0135,RAMP_UP_EXTENDED,2027-09-10T13:20:00+09:00,onboarding_tasks.csv#TASK_EMP_C0135_01/work_evidence,MENTOR_POOL_01,2027-09-10T13:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0151_JOINED,EMP_C0151,JOINED,2027-03-18T12:55:00+09:00,offers.csv#OF_APP0151,,,
WF_EMP_C0151_ONBOARDING_STARTED,EMP_C0151,ONBOARDING_STARTED,2027-03-18T12:55:00+09:00,onboarding_profiles.csv#EMP_C0151,,,
WF_EMP_C0151_RAMP_UP_EXTENDED,EMP_C0151,RAMP_UP_EXTENDED,2027-09-21T12:55:00+09:00,onboarding_tasks.csv#TASK_EMP_C0151_03/work_evidence,MENTOR_POOL_01,2027-09-21T12:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0175_JOINED,EMP_C0175,JOINED,2027-03-12T13:55:00+09:00,offers.csv#OF_APP0175,,,
WF_EMP_C0175_ONBOARDING_STARTED,EMP_C0175,ONBOARDING_STARTED,2027-03-12T13:55:00+09:00,onboarding_profiles.csv#EMP_C0175,,,
WF_EMP_C0175_RAMP_UP_EXTENDED,EMP_C0175,RAMP_UP_EXTENDED,2027-09-22T13:55:00+09:00,onboarding_tasks.csv#TASK_EMP_C0175_08/work_evidence,MENTOR_POOL_01,2027-09-22T13:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0175_READY_CONFIRMED,EMP_C0175,READY_CONFIRMED,2027-10-29T13:55:00+09:00,"{""gap_ids"":[""GAP_EMP_C0175_M1_SKILL_03"",""GAP_EMP_C0175_M1_SKILL_05"",""GAP_EMP_C0175_M1_SKILL_06""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0175_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0175_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0175_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0175_04/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0175_05/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0175_06/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0175_07/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0175_09/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0175_10/work_evidence""]}",MENTOR_POOL_01,2027-10-29T13:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0164_JOINED,EMP_C0164,JOINED,2027-03-08T16:40:00+09:00,offers.csv#OF_APP0164,,,
WF_EMP_C0164_ONBOARDING_STARTED,EMP_C0164,ONBOARDING_STARTED,2027-03-08T16:40:00+09:00,onboarding_profiles.csv#EMP_C0164,,,
WF_EMP_C0164_RAMP_UP_EXTENDED,EMP_C0164,RAMP_UP_EXTENDED,2027-09-18T16:40:00+09:00,onboarding_tasks.csv#TASK_EMP_C0164_03/work_evidence,MENTOR_POOL_01,2027-09-18T16:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0131_JOINED,EMP_C0131,JOINED,2027-03-01T09:00:00+09:00,offers.csv#OF_APP0131,,,
WF_EMP_C0131_ONBOARDING_STARTED,EMP_C0131,ONBOARDING_STARTED,2027-03-01T09:00:00+09:00,onboarding_profiles.csv#EMP_C0131,,,
WF_EMP_C0131_READY_CONFIRMED,EMP_C0131,READY_CONFIRMED,2027-09-11T09:00:00+09:00,"{""gap_ids"":[""GAP_EMP_C0131_M1_SKILL_05""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0131_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0131_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0131_03/work_evidence""]}",MENTOR_POOL_01,2027-09-11T09:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0148_JOINED,EMP_C0148,JOINED,2027-03-15T19:30:00+09:00,offers.csv#OF_APP0148,,,
WF_EMP_C0148_ONBOARDING_STARTED,EMP_C0148,ONBOARDING_STARTED,2027-03-15T19:30:00+09:00,onboarding_profiles.csv#EMP_C0148,,,
WF_EMP_C0148_RAMP_UP_EXTENDED,EMP_C0148,RAMP_UP_EXTENDED,2027-09-11T19:30:00+09:00,onboarding_tasks.csv#TASK_EMP_C0148_01/work_evidence,MENTOR_POOL_01,2027-09-11T19:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0148_READY_CONFIRMED,EMP_C0148,READY_CONFIRMED,2027-10-14T19:30:00+09:00,"{""gap_ids"":[""GAP_EMP_C0148_M1_SKILL_03""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0148_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0148_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0148_04/work_evidence""]}",MENTOR_POOL_01,2027-10-14T19:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0194_JOINED,EMP_C0194,JOINED,2027-03-11T18:10:00+09:00,offers.csv#OF_APP0194,,,
WF_EMP_C0194_ONBOARDING_STARTED,EMP_C0194,ONBOARDING_STARTED,2027-03-11T18:10:00+09:00,onboarding_profiles.csv#EMP_C0194,,,
