assignment_event_id,stage_event_id,reservation_id,event_type,person_hours,effective_at,activity_id,participant_id,reason_code
ASG_000010,APP0005_FIRST_INTERVIEW,RSV_APP0005_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000011,APP0005_FIRST_INTERVIEW,RSV_APP0005_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0005_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000012,APP0005_FIRST_INTERVIEW,RSV_APP0005_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0005_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000013,APP0005_FIRST_INTERVIEW,RSV_APP0005_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0005_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000014,APP0006_FIRST_INTERVIEW,RSV_APP0006_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000015,APP0006_FIRST_INTERVIEW,RSV_APP0006_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0006_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000016,APP0006_FIRST_INTERVIEW,RSV_APP0006_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0006_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000017,APP0006_FIRST_INTERVIEW,RSV_APP0006_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0006_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000018,APP0007_FIRST_INTERVIEW,RSV_APP0007_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000019,APP0007_FIRST_INTERVIEW,RSV_APP0007_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0007_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000020,APP0007_FIRST_INTERVIEW,RSV_APP0007_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0007_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000021,APP0007_FIRST_INTERVIEW,RSV_APP0007_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0007_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000022,APP0009_FIRST_INTERVIEW,RSV_APP0009_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000023,APP0009_FIRST_INTERVIEW,RSV_APP0009_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0009_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000024,APP0009_FIRST_INTERVIEW,RSV_APP0009_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0009_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000025,APP0009_FIRST_INTERVIEW,RSV_APP0009_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0009_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000026,APP0010_FIRST_INTERVIEW,RSV_APP0010_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000027,APP0010_FIRST_INTERVIEW,RSV_APP0010_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0010_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000028,APP0010_FIRST_INTERVIEW,RSV_APP0010_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0010_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000029,APP0010_FIRST_INTERVIEW,RSV_APP0010_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0010_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000030,APP0012_FIRST_INTERVIEW,RSV_APP0012_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000031,APP0012_FIRST_INTERVIEW,RSV_APP0012_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0012_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000032,APP0012_FIRST_INTERVIEW,RSV_APP0012_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0012_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000033,APP0012_FIRST_INTERVIEW,RSV_APP0012_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0012_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000034,APP0013_FIRST_INTERVIEW,RSV_APP0013_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000035,APP0013_FIRST_INTERVIEW,RSV_APP0013_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0013_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000036,APP0013_FIRST_INTERVIEW,RSV_APP0013_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0013_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000037,APP0013_FIRST_INTERVIEW,RSV_APP0013_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0013_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000038,APP0014_FIRST_INTERVIEW,RSV_APP0014_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000039,APP0014_FIRST_INTERVIEW,RSV_APP0014_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0014_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000040,APP0014_FIRST_INTERVIEW,RSV_APP0014_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0014_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000041,APP0014_FIRST_INTERVIEW,RSV_APP0014_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0014_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000042,APP0018_FIRST_INTERVIEW,RSV_APP0018_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000043,APP0018_FIRST_INTERVIEW,RSV_APP0018_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0018_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000044,APP0018_FIRST_INTERVIEW,RSV_APP0018_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0018_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000045,APP0018_FIRST_INTERVIEW,RSV_APP0018_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0018_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000046,APP0021_FIRST_INTERVIEW,RSV_APP0021_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000047,APP0021_FIRST_INTERVIEW,RSV_APP0021_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0021_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_03_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000048,APP0021_FIRST_INTERVIEW,RSV_APP0021_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0021_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_03_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000049,APP0021_FIRST_INTERVIEW,RSV_APP0021_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0021_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_03_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000050,APP0022_FIRST_INTERVIEW,RSV_APP0022_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000051,APP0022_FIRST_INTERVIEW,RSV_APP0022_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0022_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000052,APP0022_FIRST_INTERVIEW,RSV_APP0022_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0022_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000053,APP0022_FIRST_INTERVIEW,RSV_APP0022_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0022_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000054,APP0025_FIRST_INTERVIEW,RSV_APP0025_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000055,APP0025_FIRST_INTERVIEW,RSV_APP0025_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0025_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000056,APP0025_FIRST_INTERVIEW,RSV_APP0025_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0025_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000057,APP0025_FIRST_INTERVIEW,RSV_APP0025_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0025_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000058,APP0026_FIRST_INTERVIEW,RSV_APP0026_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000059,APP0026_FIRST_INTERVIEW,RSV_APP0026_FIRST_INTERVIEW,RELEASED,3.0,2026-12-10T14:04:00+09:00,,,CONFIRMED_WITHDRAWAL_UNUSED
ASG_000060,APP0027_FIRST_INTERVIEW,RSV_APP0027_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000061,APP0027_FIRST_INTERVIEW,RSV_APP0027_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0027_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000062,APP0027_FIRST_INTERVIEW,RSV_APP0027_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0027_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000063,APP0027_FIRST_INTERVIEW,RSV_APP0027_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0027_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000064,APP0029_FIRST_INTERVIEW,RSV_APP0029_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000065,APP0029_FIRST_INTERVIEW,RSV_APP0029_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0029_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000066,APP0029_FIRST_INTERVIEW,RSV_APP0029_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0029_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000067,APP0029_FIRST_INTERVIEW,RSV_APP0029_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0029_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000068,APP0031_FIRST_INTERVIEW,RSV_APP0031_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000069,APP0031_FIRST_INTERVIEW,RSV_APP0031_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0031_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000070,APP0031_FIRST_INTERVIEW,RSV_APP0031_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0031_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000071,APP0031_FIRST_INTERVIEW,RSV_APP0031_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0031_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000072,APP0034_FIRST_INTERVIEW,RSV_APP0034_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000073,APP0034_FIRST_INTERVIEW,RSV_APP0034_FIRST_INTERVIEW,RELEASED,3.0,2026-12-10T14:04:00+09:00,,,CONFIRMED_WITHDRAWAL_UNUSED
ASG_000074,APP0035_FIRST_INTERVIEW,RSV_APP0035_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000075,APP0035_FIRST_INTERVIEW,RSV_APP0035_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0035_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000076,APP0035_FIRST_INTERVIEW,RSV_APP0035_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0035_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000077,APP0035_FIRST_INTERVIEW,RSV_APP0035_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0035_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000078,APP0037_FIRST_INTERVIEW,RSV_APP0037_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000079,APP0037_FIRST_INTERVIEW,RSV_APP0037_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0037_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000080,APP0037_FIRST_INTERVIEW,RSV_APP0037_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0037_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000081,APP0037_FIRST_INTERVIEW,RSV_APP0037_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0037_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000082,APP0039_FIRST_INTERVIEW,RSV_APP0039_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000083,APP0039_FIRST_INTERVIEW,RSV_APP0039_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0039_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_03_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000084,APP0039_FIRST_INTERVIEW,RSV_APP0039_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0039_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_03_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000085,APP0039_FIRST_INTERVIEW,RSV_APP0039_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0039_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_03_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000086,APP0040_FIRST_INTERVIEW,RSV_APP0040_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000087,APP0040_FIRST_INTERVIEW,RSV_APP0040_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0040_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000088,APP0040_FIRST_INTERVIEW,RSV_APP0040_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0040_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000089,APP0040_FIRST_INTERVIEW,RSV_APP0040_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0040_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000090,APP0041_FIRST_INTERVIEW,RSV_APP0041_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000091,APP0041_FIRST_INTERVIEW,RSV_APP0041_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0041_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000092,APP0041_FIRST_INTERVIEW,RSV_APP0041_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0041_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000093,APP0041_FIRST_INTERVIEW,RSV_APP0041_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0041_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000094,APP0042_FIRST_INTERVIEW,RSV_APP0042_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000095,APP0042_FIRST_INTERVIEW,RSV_APP0042_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0042_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000096,APP0042_FIRST_INTERVIEW,RSV_APP0042_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0042_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000097,APP0042_FIRST_INTERVIEW,RSV_APP0042_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0042_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000098,APP0044_FIRST_INTERVIEW,RSV_APP0044_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000099,APP0044_FIRST_INTERVIEW,RSV_APP0044_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0044_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000100,APP0044_FIRST_INTERVIEW,RSV_APP0044_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0044_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000101,APP0044_FIRST_INTERVIEW,RSV_APP0044_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0044_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000102,APP0045_FIRST_INTERVIEW,RSV_APP0045_FIRST_INTERVIEW,RESERVED,3,2026-12-08T14:04:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000103,APP0045_FIRST_INTERVIEW,RSV_APP0045_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-21T10:00:00+09:00,APP0045_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_ML_ENGINEER,ACTUAL_PARTICIPATION
