allocation_id,stage_event_id,activity_id,participant_id,purpose,event_type,person_hours,effective_at,reason_code
EA_000026,APP0005_FIRST_INTERVIEW,,FIRST_PANEL_04_ML_ENGINEER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000027,APP0005_FIRST_INTERVIEW,,FIRST_PANEL_04_HIRING_MANAGER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000028,APP0005_FIRST_INTERVIEW,,FIRST_PANEL_04_TECHNICAL_REVIEWER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000029,APP0005_FIRST_INTERVIEW,APP0005_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_ML_ENGINEER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000030,APP0005_FIRST_INTERVIEW,APP0005_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_HIRING_MANAGER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000031,APP0005_FIRST_INTERVIEW,APP0005_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_TECHNICAL_REVIEWER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000032,APP0005_FIRST_INTERVIEW,APP0005_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_04_ML_ENGINEER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000033,APP0005_FIRST_INTERVIEW,APP0005_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_04_ML_ENGINEER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000034,APP0005_FIRST_INTERVIEW,APP0005_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_04_HIRING_MANAGER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000035,APP0005_FIRST_INTERVIEW,APP0005_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_04_HIRING_MANAGER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000036,APP0006_FIRST_INTERVIEW,,FIRST_PANEL_05_ML_ENGINEER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000037,APP0006_FIRST_INTERVIEW,,FIRST_PANEL_05_HIRING_MANAGER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000038,APP0006_FIRST_INTERVIEW,,FIRST_PANEL_05_TECHNICAL_REVIEWER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000039,APP0006_FIRST_INTERVIEW,APP0006_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_ML_ENGINEER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000040,APP0006_FIRST_INTERVIEW,APP0006_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_HIRING_MANAGER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000041,APP0006_FIRST_INTERVIEW,APP0006_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_TECHNICAL_REVIEWER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000042,APP0006_FIRST_INTERVIEW,APP0006_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_05_ML_ENGINEER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000043,APP0006_FIRST_INTERVIEW,APP0006_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_05_ML_ENGINEER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000044,APP0006_FIRST_INTERVIEW,APP0006_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_05_HIRING_MANAGER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000045,APP0006_FIRST_INTERVIEW,APP0006_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_05_HIRING_MANAGER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000046,APP0007_FIRST_INTERVIEW,,FIRST_PANEL_06_ML_ENGINEER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000047,APP0007_FIRST_INTERVIEW,,FIRST_PANEL_06_HIRING_MANAGER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000048,APP0007_FIRST_INTERVIEW,,FIRST_PANEL_06_TECHNICAL_REVIEWER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000049,APP0007_FIRST_INTERVIEW,APP0007_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_ML_ENGINEER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000050,APP0007_FIRST_INTERVIEW,APP0007_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_HIRING_MANAGER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000051,APP0007_FIRST_INTERVIEW,APP0007_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_TECHNICAL_REVIEWER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000052,APP0007_FIRST_INTERVIEW,APP0007_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_06_ML_ENGINEER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000053,APP0007_FIRST_INTERVIEW,APP0007_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_06_ML_ENGINEER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000054,APP0007_FIRST_INTERVIEW,APP0007_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_06_HIRING_MANAGER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000055,APP0007_FIRST_INTERVIEW,APP0007_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_06_HIRING_MANAGER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000056,APP0009_FIRST_INTERVIEW,,FIRST_PANEL_07_ML_ENGINEER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000057,APP0009_FIRST_INTERVIEW,,FIRST_PANEL_07_HIRING_MANAGER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000058,APP0009_FIRST_INTERVIEW,,FIRST_PANEL_07_TECHNICAL_REVIEWER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000059,APP0009_FIRST_INTERVIEW,APP0009_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_ML_ENGINEER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000060,APP0009_FIRST_INTERVIEW,APP0009_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_HIRING_MANAGER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000061,APP0009_FIRST_INTERVIEW,APP0009_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_TECHNICAL_REVIEWER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000062,APP0009_FIRST_INTERVIEW,APP0009_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_07_ML_ENGINEER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000063,APP0009_FIRST_INTERVIEW,APP0009_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_07_ML_ENGINEER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000064,APP0009_FIRST_INTERVIEW,APP0009_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_07_HIRING_MANAGER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000065,APP0009_FIRST_INTERVIEW,APP0009_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_07_HIRING_MANAGER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000066,APP0010_FIRST_INTERVIEW,,FIRST_PANEL_08_ML_ENGINEER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000067,APP0010_FIRST_INTERVIEW,,FIRST_PANEL_08_HIRING_MANAGER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000068,APP0010_FIRST_INTERVIEW,,FIRST_PANEL_08_TECHNICAL_REVIEWER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000069,APP0010_FIRST_INTERVIEW,APP0010_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_ML_ENGINEER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000070,APP0010_FIRST_INTERVIEW,APP0010_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_HIRING_MANAGER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000071,APP0010_FIRST_INTERVIEW,APP0010_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_TECHNICAL_REVIEWER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000072,APP0010_FIRST_INTERVIEW,APP0010_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_08_ML_ENGINEER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000073,APP0010_FIRST_INTERVIEW,APP0010_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_08_ML_ENGINEER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000074,APP0010_FIRST_INTERVIEW,APP0010_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_08_HIRING_MANAGER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000075,APP0010_FIRST_INTERVIEW,APP0010_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_08_HIRING_MANAGER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000076,APP0012_FIRST_INTERVIEW,,FIRST_PANEL_09_ML_ENGINEER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000077,APP0012_FIRST_INTERVIEW,,FIRST_PANEL_09_HIRING_MANAGER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000078,APP0012_FIRST_INTERVIEW,,FIRST_PANEL_09_TECHNICAL_REVIEWER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000079,APP0012_FIRST_INTERVIEW,APP0012_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_ML_ENGINEER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000080,APP0012_FIRST_INTERVIEW,APP0012_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_HIRING_MANAGER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000081,APP0012_FIRST_INTERVIEW,APP0012_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_TECHNICAL_REVIEWER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000082,APP0012_FIRST_INTERVIEW,APP0012_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_09_ML_ENGINEER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000083,APP0012_FIRST_INTERVIEW,APP0012_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_09_ML_ENGINEER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000084,APP0012_FIRST_INTERVIEW,APP0012_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_09_HIRING_MANAGER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000085,APP0012_FIRST_INTERVIEW,APP0012_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_09_HIRING_MANAGER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000086,APP0013_FIRST_INTERVIEW,,FIRST_PANEL_10_ML_ENGINEER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000087,APP0013_FIRST_INTERVIEW,,FIRST_PANEL_10_HIRING_MANAGER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000088,APP0013_FIRST_INTERVIEW,,FIRST_PANEL_10_TECHNICAL_REVIEWER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000089,APP0013_FIRST_INTERVIEW,APP0013_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_ML_ENGINEER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000090,APP0013_FIRST_INTERVIEW,APP0013_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_HIRING_MANAGER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000091,APP0013_FIRST_INTERVIEW,APP0013_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_TECHNICAL_REVIEWER,INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000092,APP0013_FIRST_INTERVIEW,APP0013_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_10_ML_ENGINEER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000093,APP0013_FIRST_INTERVIEW,APP0013_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_10_ML_ENGINEER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000094,APP0013_FIRST_INTERVIEW,APP0013_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_10_HIRING_MANAGER,CALIBRATION,RESERVED,0.25,2026-12-14T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000095,APP0013_FIRST_INTERVIEW,APP0013_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_10_HIRING_MANAGER,CALIBRATION,CONSUMED,0.25,2026-12-14T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000096,APP0014_FIRST_INTERVIEW,,FIRST_PANEL_01_ML_ENGINEER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000097,APP0014_FIRST_INTERVIEW,,FIRST_PANEL_01_HIRING_MANAGER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000098,APP0014_FIRST_INTERVIEW,,FIRST_PANEL_01_TECHNICAL_REVIEWER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000099,APP0014_FIRST_INTERVIEW,APP0014_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_ML_ENGINEER,INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000100,APP0014_FIRST_INTERVIEW,APP0014_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_HIRING_MANAGER,INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000101,APP0014_FIRST_INTERVIEW,APP0014_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_TECHNICAL_REVIEWER,INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000102,APP0014_FIRST_INTERVIEW,APP0014_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_01_ML_ENGINEER,CALIBRATION,RESERVED,0.25,2026-12-17T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000103,APP0014_FIRST_INTERVIEW,APP0014_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_01_ML_ENGINEER,CALIBRATION,CONSUMED,0.25,2026-12-17T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000104,APP0014_FIRST_INTERVIEW,APP0014_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_01_HIRING_MANAGER,CALIBRATION,RESERVED,0.25,2026-12-17T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000105,APP0014_FIRST_INTERVIEW,APP0014_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_01_HIRING_MANAGER,CALIBRATION,CONSUMED,0.25,2026-12-17T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000106,APP0018_FIRST_INTERVIEW,,FIRST_PANEL_02_ML_ENGINEER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000107,APP0018_FIRST_INTERVIEW,,FIRST_PANEL_02_HIRING_MANAGER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000108,APP0018_FIRST_INTERVIEW,,FIRST_PANEL_02_TECHNICAL_REVIEWER,INTERVIEW,RESERVED,1.0,2026-12-08T14:04:00+09:00,SCHEDULED_ALLOCATION
EA_000109,APP0018_FIRST_INTERVIEW,APP0018_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_ML_ENGINEER,INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000110,APP0018_FIRST_INTERVIEW,APP0018_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_HIRING_MANAGER,INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000111,APP0018_FIRST_INTERVIEW,APP0018_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_TECHNICAL_REVIEWER,INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,ACTUAL_PARTICIPATION
EA_000112,APP0018_FIRST_INTERVIEW,APP0018_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_02_ML_ENGINEER,CALIBRATION,RESERVED,0.25,2026-12-17T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000113,APP0018_FIRST_INTERVIEW,APP0018_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_02_ML_ENGINEER,CALIBRATION,CONSUMED,0.25,2026-12-17T10:15:00+09:00,ACTUAL_PARTICIPATION
EA_000114,APP0018_FIRST_INTERVIEW,APP0018_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_02_HIRING_MANAGER,CALIBRATION,RESERVED,0.25,2026-12-17T10:00:00+09:00,CALIBRATION_REQUIRED
EA_000115,APP0018_FIRST_INTERVIEW,APP0018_FIRST_INTERVIEW_CALIBRATION,FIRST_PANEL_02_HIRING_MANAGER,CALIBRATION,CONSUMED,0.25,2026-12-17T10:15:00+09:00,ACTUAL_PARTICIPATION
