task_id,candidate_id,employee_id,milestone,task_type,related_skill_id,planned_at,assigned_at,completed_at,evidence_ref,work_evidence,status,mentor_confirmed,decision_provenance
TASK_EMP_C0050_06,C0050,EMP_C0050,MONTH_6,WORK_TASK,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-08-28T09:00:00+09:00,2027-09-04T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0050_06/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0050_06"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-04T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0050_07,C0050,EMP_C0050,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-10-11T09:00:00+09:00,2027-10-14T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0050_07/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0050_07"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-14T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""FOLLOW_UP_WORK"",""verification"":""CHECK_PENDING""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0113_01,C0113,EMP_C0113,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-03-31T09:00:00+09:00,2027-04-14T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0113_01/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0113_01"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-14T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0113_02,C0113,EMP_C0113,MONTH_3,PIPELINE_REVIEW,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-05-30T09:00:00+09:00,2027-06-13T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0113_02/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0113_02"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-13T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0113_03,C0113,EMP_C0113,MONTH_6,WORK_TASK,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-08-28T09:00:00+09:00,2027-09-04T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0113_03/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0113_03"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-04T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0135_01,C0135,EMP_C0135,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_03,2027-03-05T11:05:00+09:00,2027-04-04T11:05:00+09:00,2027-04-04T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0135_01/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0135_01"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-04T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0135_02,C0135,EMP_C0135,MONTH_3,PIPELINE_REVIEW,M1_SKILL_03,2027-03-05T11:05:00+09:00,2027-06-03T11:05:00+09:00,2027-06-17T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0135_02/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0135_02"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-17T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0135_03,C0135,EMP_C0135,MONTH_6,WORK_TASK,M1_SKILL_03,2027-03-05T11:05:00+09:00,2027-09-01T11:05:00+09:00,2027-09-04T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0135_03/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0135_03"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-04T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0135_04,C0135,EMP_C0135,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_06,2027-03-05T11:05:00+09:00,2027-04-04T11:05:00+09:00,2027-04-11T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0135_04/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0135_04"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-11T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0135_05,C0135,EMP_C0135,MONTH_3,PIPELINE_REVIEW,M1_SKILL_06,2027-03-05T11:05:00+09:00,2027-06-03T11:05:00+09:00,2027-06-17T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0135_05/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0135_05"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-17T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_06"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0135_06,C0135,EMP_C0135,MONTH_6,WORK_TASK,M1_SKILL_06,2027-03-05T11:05:00+09:00,2027-09-01T11:05:00+09:00,2027-09-08T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0135_06/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0135_06"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-08T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""WORK_TASK"",""verification"":""CHECK_PENDING""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0135_07,C0135,EMP_C0135,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_03,2027-03-05T11:05:00+09:00,2027-10-08T11:05:00+09:00,2027-10-15T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0135_07/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0135_07"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-15T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0135_08,C0135,EMP_C0135,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_06,2027-03-05T11:05:00+09:00,2027-10-08T11:05:00+09:00,2027-10-15T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0135_08/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0135_08"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-15T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0131_01,C0131,EMP_C0131,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-03-31T09:00:00+09:00,2027-04-03T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0131_01/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0131_01"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-03T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0131_02,C0131,EMP_C0131,MONTH_3,PIPELINE_REVIEW,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-05-30T09:00:00+09:00,2027-06-13T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0131_02/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0131_02"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-13T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0131_03,C0131,EMP_C0131,MONTH_6,WORK_TASK,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-08-28T09:00:00+09:00,2027-09-11T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0131_03/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0131_03"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-11T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0166_01,C0166,EMP_C0166,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_05,2027-03-13T11:15:00+09:00,2027-04-12T11:15:00+09:00,2027-04-12T11:15:00+09:00,onboarding_tasks.csv#TASK_EMP_C0166_01/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0166_01"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-12T11:15:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0166_02,C0166,EMP_C0166,MONTH_3,PIPELINE_REVIEW,M1_SKILL_05,2027-03-13T11:15:00+09:00,2027-06-11T11:15:00+09:00,2027-06-11T11:15:00+09:00,onboarding_tasks.csv#TASK_EMP_C0166_02/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0166_02"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-11T11:15:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""PIPELINE_REVIEW"",""verification"":""CHECK_PENDING""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0166_03,C0166,EMP_C0166,MONTH_6,WORK_TASK,M1_SKILL_05,2027-03-13T11:15:00+09:00,2027-09-09T11:15:00+09:00,2027-09-23T11:15:00+09:00,onboarding_tasks.csv#TASK_EMP_C0166_03/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0166_03"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-23T11:15:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""WORK_TASK"",""verification"":""CHECK_PENDING""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0166_04,C0166,EMP_C0166,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_06,2027-03-13T11:15:00+09:00,2027-04-12T11:15:00+09:00,2027-04-15T11:15:00+09:00,onboarding_tasks.csv#TASK_EMP_C0166_04/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0166_04"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-15T11:15:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0166_05,C0166,EMP_C0166,MONTH_3,PIPELINE_REVIEW,M1_SKILL_06,2027-03-13T11:15:00+09:00,2027-06-11T11:15:00+09:00,2027-06-25T11:15:00+09:00,onboarding_tasks.csv#TASK_EMP_C0166_05/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0166_05"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-25T11:15:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_06"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
