assignment_event_id,stage_event_id,reservation_id,event_type,person_hours,effective_at,activity_id,participant_id,reason_code
ASG_000011,APP0039_FIRST_INTERVIEW,RSV_APP0039_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0039_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_03_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000012,APP0056_FIRST_INTERVIEW,RSV_APP0056_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000013,APP0056_FIRST_INTERVIEW,RSV_APP0056_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0056_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000014,APP0056_FIRST_INTERVIEW,RSV_APP0056_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0056_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000015,APP0056_FIRST_INTERVIEW,RSV_APP0056_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0056_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000016,APP0061_FIRST_INTERVIEW,RSV_APP0061_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000017,APP0061_FIRST_INTERVIEW,RSV_APP0061_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0061_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000018,APP0061_FIRST_INTERVIEW,RSV_APP0061_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0061_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000019,APP0061_FIRST_INTERVIEW,RSV_APP0061_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0061_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000020,APP0064_FIRST_INTERVIEW,RSV_APP0064_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000021,APP0064_FIRST_INTERVIEW,RSV_APP0064_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0064_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000022,APP0064_FIRST_INTERVIEW,RSV_APP0064_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0064_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000023,APP0064_FIRST_INTERVIEW,RSV_APP0064_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0064_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000024,APP0068_FIRST_INTERVIEW,RSV_APP0068_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000025,APP0068_FIRST_INTERVIEW,RSV_APP0068_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0068_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000026,APP0068_FIRST_INTERVIEW,RSV_APP0068_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0068_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000027,APP0068_FIRST_INTERVIEW,RSV_APP0068_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0068_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000028,APP0076_FIRST_INTERVIEW,RSV_APP0076_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000029,APP0076_FIRST_INTERVIEW,RSV_APP0076_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0076_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000030,APP0076_FIRST_INTERVIEW,RSV_APP0076_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0076_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000031,APP0076_FIRST_INTERVIEW,RSV_APP0076_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0076_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000032,APP0082_FIRST_INTERVIEW,RSV_APP0082_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000033,APP0082_FIRST_INTERVIEW,RSV_APP0082_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0082_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000034,APP0082_FIRST_INTERVIEW,RSV_APP0082_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0082_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000035,APP0082_FIRST_INTERVIEW,RSV_APP0082_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0082_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000036,APP0101_FIRST_INTERVIEW,RSV_APP0101_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000037,APP0101_FIRST_INTERVIEW,RSV_APP0101_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0101_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000038,APP0101_FIRST_INTERVIEW,RSV_APP0101_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0101_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000039,APP0101_FIRST_INTERVIEW,RSV_APP0101_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-10T10:00:00+09:00,APP0101_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000040,APP0128_FIRST_INTERVIEW,RSV_APP0128_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000041,APP0128_FIRST_INTERVIEW,RSV_APP0128_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0128_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000042,APP0128_FIRST_INTERVIEW,RSV_APP0128_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0128_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000043,APP0128_FIRST_INTERVIEW,RSV_APP0128_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0128_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000044,APP0141_FIRST_INTERVIEW,RSV_APP0141_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000045,APP0141_FIRST_INTERVIEW,RSV_APP0141_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0141_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000046,APP0141_FIRST_INTERVIEW,RSV_APP0141_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0141_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000047,APP0141_FIRST_INTERVIEW,RSV_APP0141_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0141_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000048,APP0143_FIRST_INTERVIEW,RSV_APP0143_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000049,APP0143_FIRST_INTERVIEW,RSV_APP0143_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0143_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_03_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000050,APP0143_FIRST_INTERVIEW,RSV_APP0143_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0143_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_03_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000051,APP0143_FIRST_INTERVIEW,RSV_APP0143_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0143_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_03_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000052,APP0150_FIRST_INTERVIEW,RSV_APP0150_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000053,APP0150_FIRST_INTERVIEW,RSV_APP0150_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0150_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000054,APP0150_FIRST_INTERVIEW,RSV_APP0150_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0150_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000055,APP0150_FIRST_INTERVIEW,RSV_APP0150_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0150_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000056,APP0153_FIRST_INTERVIEW,RSV_APP0153_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000057,APP0153_FIRST_INTERVIEW,RSV_APP0153_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0153_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000058,APP0153_FIRST_INTERVIEW,RSV_APP0153_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0153_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000059,APP0153_FIRST_INTERVIEW,RSV_APP0153_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0153_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000060,APP0181_FIRST_INTERVIEW,RSV_APP0181_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000061,APP0181_FIRST_INTERVIEW,RSV_APP0181_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0181_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000062,APP0181_FIRST_INTERVIEW,RSV_APP0181_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0181_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000063,APP0181_FIRST_INTERVIEW,RSV_APP0181_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0181_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000064,APP0189_FIRST_INTERVIEW,RSV_APP0189_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000065,APP0189_FIRST_INTERVIEW,RSV_APP0189_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0189_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000066,APP0189_FIRST_INTERVIEW,RSV_APP0189_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0189_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000067,APP0189_FIRST_INTERVIEW,RSV_APP0189_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0189_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_07_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000068,APP0193_FIRST_INTERVIEW,RSV_APP0193_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000069,APP0193_FIRST_INTERVIEW,RSV_APP0193_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0193_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000070,APP0193_FIRST_INTERVIEW,RSV_APP0193_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0193_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000071,APP0193_FIRST_INTERVIEW,RSV_APP0193_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0193_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_08_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000072,APP0223_FIRST_INTERVIEW,RSV_APP0223_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000073,APP0223_FIRST_INTERVIEW,RSV_APP0223_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0223_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000074,APP0223_FIRST_INTERVIEW,RSV_APP0223_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0223_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000075,APP0223_FIRST_INTERVIEW,RSV_APP0223_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0223_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_09_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000076,APP0228_FIRST_INTERVIEW,RSV_APP0228_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000077,APP0228_FIRST_INTERVIEW,RSV_APP0228_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0228_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000078,APP0228_FIRST_INTERVIEW,RSV_APP0228_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0228_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000079,APP0228_FIRST_INTERVIEW,RSV_APP0228_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-14T10:00:00+09:00,APP0228_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_10_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000080,APP0237_FIRST_INTERVIEW,RSV_APP0237_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000081,APP0237_FIRST_INTERVIEW,RSV_APP0237_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0237_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000082,APP0237_FIRST_INTERVIEW,RSV_APP0237_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0237_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000083,APP0237_FIRST_INTERVIEW,RSV_APP0237_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0237_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_01_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000084,APP0238_FIRST_INTERVIEW,RSV_APP0238_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000085,APP0238_FIRST_INTERVIEW,RSV_APP0238_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0238_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000086,APP0238_FIRST_INTERVIEW,RSV_APP0238_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0238_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000087,APP0238_FIRST_INTERVIEW,RSV_APP0238_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0238_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_02_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000088,APP0240_FIRST_INTERVIEW,RSV_APP0240_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000089,APP0240_FIRST_INTERVIEW,RSV_APP0240_FIRST_INTERVIEW,RELEASED,3.0,2026-12-18T09:00:00+09:00,,,NO_RESPONSE_UNUSED
ASG_000090,APP0268_FIRST_INTERVIEW,RSV_APP0268_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000091,APP0268_FIRST_INTERVIEW,RSV_APP0268_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0268_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000092,APP0268_FIRST_INTERVIEW,RSV_APP0268_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0268_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000093,APP0268_FIRST_INTERVIEW,RSV_APP0268_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0268_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_04_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000094,APP0270_FIRST_INTERVIEW,RSV_APP0270_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000095,APP0270_FIRST_INTERVIEW,RSV_APP0270_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0270_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000096,APP0270_FIRST_INTERVIEW,RSV_APP0270_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0270_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000097,APP0270_FIRST_INTERVIEW,RSV_APP0270_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0270_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_05_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000098,APP0285_FIRST_INTERVIEW,RSV_APP0285_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
ASG_000099,APP0285_FIRST_INTERVIEW,RSV_APP0285_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0285_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_ML_ENGINEER,ACTUAL_PARTICIPATION
ASG_000100,APP0285_FIRST_INTERVIEW,RSV_APP0285_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0285_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_HIRING_MANAGER,ACTUAL_PARTICIPATION
ASG_000101,APP0285_FIRST_INTERVIEW,RSV_APP0285_FIRST_INTERVIEW,CONSUMED,1.0,2026-12-17T10:00:00+09:00,APP0285_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION,FIRST_PANEL_06_TECHNICAL_REVIEWER,ACTUAL_PARTICIPATION
ASG_000102,APP0297_FIRST_INTERVIEW,RSV_APP0297_FIRST_INTERVIEW,RESERVED,3,2026-12-03T15:44:00+09:00,,,SCHEDULED_ALLOCATION
