eligibility_id,application_id,candidate_id,degree_level,graduation_status,expected_graduation_date,language_test_type,language_test_valid_until,travel_visa_eligibility,military_requirement_applicable,military_requirement_status,eligibility_reference_date,expected_join_date,requirement_states,overall_state,public_source_ref,source_provenance,date_provenance,decision_provenance
EL_APP0013,APP0013,C0013,OTHER,GRADUATED,,OPIC,2027-04-11,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-13,2027-03-01,"{""degree"":""FAIL"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0014,APP0014,C0014,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-14,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-16,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0018,APP0018,C0018,OTHER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-12,ELIGIBLE,YES,COMPLETED,2026-10-14,2027-03-01,"{""degree"":""FAIL"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0020,APP0020,C0020,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-14,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0021,APP0021,C0021,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2026-10-15,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-16,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0022,APP0022,C0022,MASTER,GRADUATED,,TOEIC_SPEAKING,2027-04-13,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-15,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0024,APP0024,C0024,UNKNOWN,EXPECTED,2027-02-28,OPIC,2027-04-16,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-18,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0025,APP0025,C0025,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-12,UNKNOWN,YES,COMPLETED,2026-10-14,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0026,APP0026,C0026,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-16,INELIGIBLE,YES,COMPLETED,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""FAIL""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0027,APP0027,C0027,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,,ELIGIBLE,YES,COMPLETED,2026-10-14,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0029,APP0029,C0029,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-16,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0030,APP0030,C0030,MASTER,EXPECTED,2027-02-28,OPIC,2027-04-13,ELIGIBLE,YES,UNKNOWN,2026-10-15,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""UNKNOWN"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0031,APP0031,C0031,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-13,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-15,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0033,APP0033,C0033,UNKNOWN,GRADUATED,,OPIC,2027-04-13,ELIGIBLE,YES,COMPLETED,2026-10-15,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0034,APP0034,C0034,BACHELOR,GRADUATED,,OPIC,2026-10-15,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-16,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0035,APP0035,C0035,MASTER,GRADUATED,,OPIC,2027-04-15,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-17,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0037,APP0037,C0037,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-20,ELIGIBLE,YES,UNKNOWN,2026-10-22,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""UNKNOWN"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0038,APP0038,C0038,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2026-10-21,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-22,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0039,APP0039,C0039,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-20,ELIGIBLE,YES,UNKNOWN,2026-10-22,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""UNKNOWN"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0040,APP0040,C0040,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-17,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-19,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0041,APP0041,C0041,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-14,UNKNOWN,NO,NOT_APPLICABLE,2026-10-16,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0042,APP0042,C0042,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2026-10-18,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-19,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0043,APP0043,C0043,OTHER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-15,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-17,2027-03-01,"{""degree"":""FAIL"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0044,APP0044,C0044,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-20,ELIGIBLE,YES,UNKNOWN,2026-10-22,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""UNKNOWN"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0045,APP0045,C0045,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-15,INELIGIBLE,YES,COMPLETED,2026-10-17,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""FAIL""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0046,APP0046,C0046,MASTER,GRADUATED,,OPIC,,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-15,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0048,APP0048,C0048,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-15,UNKNOWN,NO,NOT_APPLICABLE,2026-10-17,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0049,APP0049,C0049,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-17,ELIGIBLE,YES,NOT_COMPLETED,2026-10-19,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0050,APP0050,C0050,MASTER,GRADUATED,,OPIC,2027-04-18,INELIGIBLE,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""FAIL""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0051,APP0051,C0051,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-14,INELIGIBLE,NO,NOT_APPLICABLE,2026-10-16,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""FAIL""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0052,APP0052,C0052,BACHELOR,GRADUATED,,OPIC,,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-23,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0053,APP0053,C0053,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2026-10-17,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0056,APP0056,C0056,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-15,ELIGIBLE,YES,COMPLETED,2026-10-17,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0057,APP0057,C0057,BACHELOR,GRADUATED,,OPIC,2027-04-18,INELIGIBLE,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""FAIL""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0058,APP0058,C0058,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-15,UNKNOWN,NO,NOT_APPLICABLE,2026-10-17,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0059,APP0059,C0059,BACHELOR,GRADUATED,,OPIC,2027-04-16,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0061,APP0061,C0061,BACHELOR,GRADUATED,,OPIC,2027-04-18,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0062,APP0062,C0062,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-15,ELIGIBLE,YES,COMPLETED,2026-10-17,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0063,APP0063,C0063,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2026-10-19,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0064,APP0064,C0064,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-21,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-23,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0066,APP0066,C0066,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-21,ELIGIBLE,YES,NOT_COMPLETED,2026-10-23,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0067,APP0067,C0067,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-21,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-23,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0068,APP0068,C0068,MASTER,GRADUATED,,TOEIC_SPEAKING,2027-04-15,ELIGIBLE,YES,COMPLETED,2026-10-17,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0070,APP0070,C0070,UNKNOWN,GRADUATED,,TOEIC_SPEAKING,2027-04-17,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-19,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0073,APP0073,C0073,UNKNOWN,GRADUATED,,OPIC,2027-04-17,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-19,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0074,APP0074,C0074,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0076,APP0076,C0076,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,,ELIGIBLE,YES,COMPLETED,2026-10-17,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0077,APP0077,C0077,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-16,ELIGIBLE,YES,NOT_COMPLETED,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0078,APP0078,C0078,MASTER,GRADUATED,,TOEIC_SPEAKING,2027-04-17,ELIGIBLE,YES,NOT_COMPLETED,2026-10-19,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0079,APP0079,C0079,BACHELOR,GRADUATED,,OPIC,2027-04-16,UNKNOWN,YES,COMPLETED,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0080,APP0080,C0080,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2026-10-18,ELIGIBLE,YES,COMPLETED,2026-10-19,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""PASS"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0082,APP0082,C0082,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-22,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-24,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
