activity_id,session_activity_id
APP0297_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0297_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0297_FIRST_INTERVIEW_AI_CASE,APP0297_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0297_FIRST_INTERVIEW_PRACTITIONER_QA,APP0297_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0309_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0309_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0309_FIRST_INTERVIEW_AI_CASE,APP0309_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0309_FIRST_INTERVIEW_PRACTITIONER_QA,APP0309_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0325_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0325_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0325_FIRST_INTERVIEW_AI_CASE,APP0325_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0325_FIRST_INTERVIEW_PRACTITIONER_QA,APP0325_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0342_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0342_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0342_FIRST_INTERVIEW_AI_CASE,APP0342_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0342_FIRST_INTERVIEW_PRACTITIONER_QA,APP0342_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
