task_id,candidate_id,employee_id,milestone,task_type,related_skill_id,planned_at,assigned_at,completed_at,evidence_ref,work_evidence,status,mentor_confirmed,decision_provenance
TASK_EMP_C0300_03,C0300,EMP_C0300,MONTH_6,WORK_TASK,M1_SKILL_06,2027-03-01T09:00:00+09:00,2027-08-28T09:00:00+09:00,2027-09-04T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0300_03/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0300_03"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-04T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_01,C0238,EMP_C0238,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_03,2027-03-01T09:00:00+09:00,2027-03-31T09:00:00+09:00,2027-04-03T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_01/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_01"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-03T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""ENVIRONMENT_CHECK"",""verification"":""CHECK_PENDING""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_02,C0238,EMP_C0238,MONTH_3,PIPELINE_REVIEW,M1_SKILL_03,2027-03-01T09:00:00+09:00,2027-05-30T09:00:00+09:00,2027-06-02T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_02/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_02"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-02T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_03"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_03,C0238,EMP_C0238,MONTH_6,WORK_TASK,M1_SKILL_03,2027-03-01T09:00:00+09:00,2027-08-28T09:00:00+09:00,2027-09-04T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_03/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_03"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-04T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_04,C0238,EMP_C0238,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-03-31T09:00:00+09:00,2027-04-03T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_04/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_04"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-03T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_05"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_05,C0238,EMP_C0238,MONTH_3,PIPELINE_REVIEW,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-05-30T09:00:00+09:00,2027-06-06T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_05/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_05"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-06T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_05"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_06,C0238,EMP_C0238,MONTH_6,WORK_TASK,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-08-28T09:00:00+09:00,2027-08-28T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_06/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_06"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-08-28T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_07,C0238,EMP_C0238,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_06,2027-03-01T09:00:00+09:00,2027-03-31T09:00:00+09:00,2027-04-14T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_07/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_07"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-14T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_08,C0238,EMP_C0238,MONTH_3,PIPELINE_REVIEW,M1_SKILL_06,2027-03-01T09:00:00+09:00,2027-05-30T09:00:00+09:00,2027-05-30T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_08/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_08"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-05-30T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_06"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_09,C0238,EMP_C0238,MONTH_6,WORK_TASK,M1_SKILL_06,2027-03-01T09:00:00+09:00,2027-08-28T09:00:00+09:00,2027-08-31T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_09/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_09"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-08-31T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_10,C0238,EMP_C0238,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_03,2027-03-01T09:00:00+09:00,2027-10-04T09:00:00+09:00,2027-10-04T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_10/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_10"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-04T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_03"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_11,C0238,EMP_C0238,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_05,2027-03-01T09:00:00+09:00,2027-10-04T09:00:00+09:00,2027-10-18T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_11/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_11"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-18T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_12,C0238,EMP_C0238,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_06,2027-03-01T09:00:00+09:00,2027-10-04T09:00:00+09:00,2027-10-11T09:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_12/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_12"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-11T09:00:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
