activity_id,session_activity_id
APP0155_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0155_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0155_FIRST_INTERVIEW_AI_CASE,APP0155_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0155_FIRST_INTERVIEW_PRACTITIONER_QA,APP0155_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0163_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0163_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0163_FIRST_INTERVIEW_AI_CASE,APP0163_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0163_FIRST_INTERVIEW_PRACTITIONER_QA,APP0163_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0167_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0167_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0167_FIRST_INTERVIEW_AI_CASE,APP0167_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0167_FIRST_INTERVIEW_PRACTITIONER_QA,APP0167_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0170_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0170_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0170_FIRST_INTERVIEW_AI_CASE,APP0170_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0170_FIRST_INTERVIEW_PRACTITIONER_QA,APP0170_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0181_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0181_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0181_FIRST_INTERVIEW_AI_CASE,APP0181_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0181_FIRST_INTERVIEW_PRACTITIONER_QA,APP0181_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0189_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0189_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0189_FIRST_INTERVIEW_AI_CASE,APP0189_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0189_FIRST_INTERVIEW_PRACTITIONER_QA,APP0189_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0193_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0193_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0193_FIRST_INTERVIEW_AI_CASE,APP0193_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0193_FIRST_INTERVIEW_PRACTITIONER_QA,APP0193_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0194_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0194_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0194_FIRST_INTERVIEW_AI_CASE,APP0194_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0194_FIRST_INTERVIEW_PRACTITIONER_QA,APP0194_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0202_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0202_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0202_FIRST_INTERVIEW_AI_CASE,APP0202_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0202_FIRST_INTERVIEW_PRACTITIONER_QA,APP0202_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0205_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0205_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0205_FIRST_INTERVIEW_AI_CASE,APP0205_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0205_FIRST_INTERVIEW_PRACTITIONER_QA,APP0205_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0216_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0216_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0216_FIRST_INTERVIEW_AI_CASE,APP0216_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0216_FIRST_INTERVIEW_PRACTITIONER_QA,APP0216_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0223_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0223_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0223_FIRST_INTERVIEW_AI_CASE,APP0223_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0223_FIRST_INTERVIEW_PRACTITIONER_QA,APP0223_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0228_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0228_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0228_FIRST_INTERVIEW_AI_CASE,APP0228_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0228_FIRST_INTERVIEW_PRACTITIONER_QA,APP0228_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0235_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0235_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0235_FIRST_INTERVIEW_AI_CASE,APP0235_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0235_FIRST_INTERVIEW_PRACTITIONER_QA,APP0235_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0237_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0237_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0237_FIRST_INTERVIEW_AI_CASE,APP0237_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0237_FIRST_INTERVIEW_PRACTITIONER_QA,APP0237_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0238_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0238_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0238_FIRST_INTERVIEW_AI_CASE,APP0238_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0238_FIRST_INTERVIEW_PRACTITIONER_QA,APP0238_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0258_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0258_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0258_FIRST_INTERVIEW_AI_CASE,APP0258_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0258_FIRST_INTERVIEW_PRACTITIONER_QA,APP0258_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0268_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0268_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0268_FIRST_INTERVIEW_AI_CASE,APP0268_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0268_FIRST_INTERVIEW_PRACTITIONER_QA,APP0268_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0269_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0269_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0269_FIRST_INTERVIEW_AI_CASE,APP0269_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0269_FIRST_INTERVIEW_PRACTITIONER_QA,APP0269_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0270_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0270_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0270_FIRST_INTERVIEW_AI_CASE,APP0270_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0270_FIRST_INTERVIEW_PRACTITIONER_QA,APP0270_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0285_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0285_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0285_FIRST_INTERVIEW_AI_CASE,APP0285_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0285_FIRST_INTERVIEW_PRACTITIONER_QA,APP0285_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0289_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0289_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0289_FIRST_INTERVIEW_AI_CASE,APP0289_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0289_FIRST_INTERVIEW_PRACTITIONER_QA,APP0289_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0297_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0297_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0297_FIRST_INTERVIEW_AI_CASE,APP0297_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0297_FIRST_INTERVIEW_PRACTITIONER_QA,APP0297_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0300_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0300_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0300_FIRST_INTERVIEW_AI_CASE,APP0300_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0300_FIRST_INTERVIEW_PRACTITIONER_QA,APP0300_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0309_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0309_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0309_FIRST_INTERVIEW_AI_CASE,APP0309_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0309_FIRST_INTERVIEW_PRACTITIONER_QA,APP0309_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0324_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0324_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0324_FIRST_INTERVIEW_AI_CASE,APP0324_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0324_FIRST_INTERVIEW_PRACTITIONER_QA,APP0324_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0325_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0325_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0325_FIRST_INTERVIEW_AI_CASE,APP0325_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0325_FIRST_INTERVIEW_PRACTITIONER_QA,APP0325_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0342_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT,APP0342_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0342_FIRST_INTERVIEW_AI_CASE,APP0342_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
APP0342_FIRST_INTERVIEW_PRACTITIONER_QA,APP0342_FIRST_INTERVIEW_FIRST_INTERVIEW_SESSION
