observation_id,evidence_id,application_id,candidate_id,evaluator_id,evaluator_role,skill_id,rubric_id,observation_text,proposed_level,explicit_limitation,created_at,decision_provenance
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0020_01_BUILD_M1_SKILL_03,EV_XP_APP0020_01_BUILD_M1_SKILL_03,APP0020,C0020,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-23T13:09:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0020_01_PROBLEM_M1_SKILL_01,EV_XP_APP0020_01_PROBLEM_M1_SKILL_01,APP0020,C0020,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-23T13:09:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0020_02_PROBLEM_M1_SKILL_01,EV_XP_APP0020_02_PROBLEM_M1_SKILL_01,APP0020,C0020,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-23T13:09:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0027_01_PROBLEM_M1_SKILL_01,EV_XP_APP0027_01_PROBLEM_M1_SKILL_01,APP0027,C0027,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T14:42:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0018_02_PROBLEM_M1_SKILL_01,EV_XP_APP0018_02_PROBLEM_M1_SKILL_01,APP0018,C0018,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-22T14:53:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0018_02_VALIDATE_M1_SKILL_03,EV_XP_APP0018_02_VALIDATE_M1_SKILL_03,APP0018,C0018,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-22T14:53:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0025_01_PROBLEM_M1_SKILL_01,EV_XP_APP0025_01_PROBLEM_M1_SKILL_01,APP0025,C0025,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T16:02:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0025_01_VALIDATE_M1_SKILL_03,EV_XP_APP0025_01_VALIDATE_M1_SKILL_03,APP0025,C0025,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T16:02:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0022_01_BUILD_M1_SKILL_03,EV_XP_APP0022_01_BUILD_M1_SKILL_03,APP0022,C0022,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-19T12:44:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0022_02_VALIDATE_M1_SKILL_03,EV_XP_APP0022_02_VALIDATE_M1_SKILL_03,APP0022,C0022,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-19T12:44:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0030_01_BUILD_M1_SKILL_03,EV_XP_APP0030_01_BUILD_M1_SKILL_03,APP0030,C0030,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T13:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0030_01_PROBLEM_M1_SKILL_01,EV_XP_APP0030_01_PROBLEM_M1_SKILL_01,APP0030,C0030,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T13:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0033_01_BUILD_M1_SKILL_03,EV_XP_APP0033_01_BUILD_M1_SKILL_03,APP0033,C0033,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-27T13:27:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0033_01_PROBLEM_M1_SKILL_01,EV_XP_APP0033_01_PROBLEM_M1_SKILL_01,APP0033,C0033,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-27T13:27:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0033_01_VALIDATE_M1_SKILL_03,EV_XP_APP0033_01_VALIDATE_M1_SKILL_03,APP0033,C0033,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-27T13:27:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0046_01_PROBLEM_M1_SKILL_01,EV_XP_APP0046_01_PROBLEM_M1_SKILL_01,APP0046,C0046,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-22T15:49:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0046_02_PROBLEM_M1_SKILL_01,EV_XP_APP0046_02_PROBLEM_M1_SKILL_01,APP0046,C0046,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-22T15:49:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0046_02_VALIDATE_M1_SKILL_03,EV_XP_APP0046_02_VALIDATE_M1_SKILL_03,APP0046,C0046,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-22T15:49:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0031_01_BUILD_M1_SKILL_03,EV_XP_APP0031_01_BUILD_M1_SKILL_03,APP0031,C0031,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-25T16:51:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0031_01_PROBLEM_M1_SKILL_01,EV_XP_APP0031_01_PROBLEM_M1_SKILL_01,APP0031,C0031,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-25T16:51:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0031_01_VALIDATE_M1_SKILL_03,EV_XP_APP0031_01_VALIDATE_M1_SKILL_03,APP0031,C0031,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-25T16:51:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0051_01_BUILD_M1_SKILL_03,EV_XP_APP0051_01_BUILD_M1_SKILL_03,APP0051,C0051,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T12:21:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0051_01_PROBLEM_M1_SKILL_01,EV_XP_APP0051_01_PROBLEM_M1_SKILL_01,APP0051,C0051,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T12:21:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0051_01_VALIDATE_M1_SKILL_03,EV_XP_APP0051_01_VALIDATE_M1_SKILL_03,APP0051,C0051,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T12:21:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0021_01_BUILD_M1_SKILL_03,EV_XP_APP0021_01_BUILD_M1_SKILL_03,APP0021,C0021,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-20T13:16:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0021_01_PROBLEM_M1_SKILL_01,EV_XP_APP0021_01_PROBLEM_M1_SKILL_01,APP0021,C0021,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-20T13:16:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0021_01_VALIDATE_M1_SKILL_03,EV_XP_APP0021_01_VALIDATE_M1_SKILL_03,APP0021,C0021,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-20T13:16:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0014_01_BUILD_M1_SKILL_03,EV_XP_APP0014_01_BUILD_M1_SKILL_03,APP0014,C0014,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-21T14:07:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0014_01_PROBLEM_M1_SKILL_01,EV_XP_APP0014_01_PROBLEM_M1_SKILL_01,APP0014,C0014,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-21T14:07:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0014_01_VALIDATE_M1_SKILL_03,EV_XP_APP0014_01_VALIDATE_M1_SKILL_03,APP0014,C0014,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-21T14:07:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0034_01_BUILD_M1_SKILL_03,EV_XP_APP0034_01_BUILD_M1_SKILL_03,APP0034,C0034,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-20T17:12:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0034_01_VALIDATE_M1_SKILL_03,EV_XP_APP0034_01_VALIDATE_M1_SKILL_03,APP0034,C0034,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-20T17:12:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0062_02_PROBLEM_M1_SKILL_01,EV_XP_APP0062_02_PROBLEM_M1_SKILL_01,APP0062,C0062,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-27T09:24:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0006_01_PROBLEM_M1_SKILL_01,EV_XP_APP0006_01_PROBLEM_M1_SKILL_01,APP0006,C0006,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-22T09:45:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0006_02_BUILD_M1_SKILL_03,EV_XP_APP0006_02_BUILD_M1_SKILL_03,APP0006,C0006,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-22T09:45:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0012_01_PROBLEM_M1_SKILL_01,EV_XP_APP0012_01_PROBLEM_M1_SKILL_01,APP0012,C0012,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-22T10:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0076_01_BUILD_M1_SKILL_03,EV_XP_APP0076_01_BUILD_M1_SKILL_03,APP0076,C0076,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-26T10:26:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0076_01_PROBLEM_M1_SKILL_01,EV_XP_APP0076_01_PROBLEM_M1_SKILL_01,APP0076,C0076,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-26T10:26:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0076_01_VALIDATE_M1_SKILL_03,EV_XP_APP0076_01_VALIDATE_M1_SKILL_03,APP0076,C0076,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-26T10:26:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0076_02_BUILD_M1_SKILL_03,EV_XP_APP0076_02_BUILD_M1_SKILL_03,APP0076,C0076,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-26T10:26:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0076_02_PROBLEM_M1_SKILL_01,EV_XP_APP0076_02_PROBLEM_M1_SKILL_01,APP0076,C0076,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-26T10:26:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0076_02_VALIDATE_M1_SKILL_03,EV_XP_APP0076_02_VALIDATE_M1_SKILL_03,APP0076,C0076,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-26T10:26:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0056_01_BUILD_M1_SKILL_03,EV_XP_APP0056_01_BUILD_M1_SKILL_03,APP0056,C0056,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-29T10:47:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0056_01_PROBLEM_M1_SKILL_01,EV_XP_APP0056_01_PROBLEM_M1_SKILL_01,APP0056,C0056,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-29T10:47:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0068_01_PROBLEM_M1_SKILL_01,EV_XP_APP0068_01_PROBLEM_M1_SKILL_01,APP0068,C0068,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T11:58:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0068_01_VALIDATE_M1_SKILL_03,EV_XP_APP0068_01_VALIDATE_M1_SKILL_03,APP0068,C0068,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T11:58:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0068_02_BUILD_M1_SKILL_03,EV_XP_APP0068_02_BUILD_M1_SKILL_03,APP0068,C0068,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-24T11:58:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_XP_APP0068_02_VALIDATE_M1_SKILL_03,EV_XP_APP0068_02_VALIDATE_M1_SKILL_03,APP0068,C0068,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-24T11:58:00+09:00,SYNTHETIC_HUMAN_SCENARIO
