observation_id,evidence_id,application_id,candidate_id,evaluator_id,evaluator_role,skill_id,rubric_id,observation_text,proposed_level,created_at,decision_provenance
OB_REVIEW_ML_01_EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0010,C0010,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-21T10:11:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0010,C0010,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-21T10:11:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,APP0010,C0010,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_07,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-21T10:11:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,APP0010,C0010,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_07,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-21T10:11:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0010,C0010,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V01,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,2026-10-21T10:11:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0010,C0010,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V01,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,2026-10-21T10:11:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,APP0010,C0010,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_09,M1_EVIDENCE_RUBRIC_V01,행동은 설명했지만 원문에 검증 미실행이 명시됐다.,LIMITED,2026-10-21T10:11:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,APP0010,C0010,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_09,M1_EVIDENCE_RUBRIC_V01,행동은 설명했지만 원문에 검증 미실행이 명시됐다.,LIMITED,2026-10-21T10:11:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0009,C0009,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V01,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0009,C0009,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V01,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02,APP0009,C0009,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_02,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02,APP0009,C0009,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_02,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03,APP0009,C0009,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03,APP0009,C0009,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0009,C0009,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V01,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0009,C0009,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V01,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0009,C0009,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V01,행동은 설명했지만 원문에 검증 미실행이 명시됐다.,LIMITED,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0009,C0009,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V01,행동은 설명했지만 원문에 검증 미실행이 명시됐다.,LIMITED,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0009,C0009,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V01,"직접 행동, 검증, 발견한 문제의 수정과 재검증이 원문에 있다.",STRONG,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0009,C0009,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V01,"직접 행동, 검증, 발견한 문제의 수정과 재검증이 원문에 있다.",STRONG,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,APP0009,C0009,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_07,M1_EVIDENCE_RUBRIC_V01,팀 산출물에서 개인의 검증 범위를 분리할 수 없다.,LIMITED,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,APP0009,C0009,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_07,M1_EVIDENCE_RUBRIC_V01,기술 맥락과 검증 설명은 구체적이나 개인 수행 범위에는 추가 확인이 필요하다.,MODERATE,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0009,C0009,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V01,팀 산출물에서 개인의 검증 범위를 분리할 수 없다.,LIMITED,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0009,C0009,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V01,기술 맥락과 검증 설명은 구체적이나 개인 수행 범위에는 추가 확인이 필요하다.,MODERATE,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,APP0009,C0009,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_09,M1_EVIDENCE_RUBRIC_V01,팀 산출물에서 개인의 검증 범위를 분리할 수 없다.,LIMITED,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,APP0009,C0009,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_09,M1_EVIDENCE_RUBRIC_V01,기술 맥락과 검증 설명은 구체적이나 개인 수행 범위에는 추가 확인이 필요하다.,MODERATE,2026-10-18T11:14:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0013,C0013,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0013,C0013,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02,APP0013,C0013,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_02,M1_EVIDENCE_RUBRIC_V01,행동은 설명했지만 원문에 검증 미실행이 명시됐다.,LIMITED,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02,APP0013,C0013,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_02,M1_EVIDENCE_RUBRIC_V01,행동은 설명했지만 원문에 검증 미실행이 명시됐다.,LIMITED,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03,APP0013,C0013,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V01,행동은 설명했지만 원문에 검증 미실행이 명시됐다.,LIMITED,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03,APP0013,C0013,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_03,M1_EVIDENCE_RUBRIC_V01,행동은 설명했지만 원문에 검증 미실행이 명시됐다.,LIMITED,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0013,C0013,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V01,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0013,C0013,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V01,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0013,C0013,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0013,C0013,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0013,C0013,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V01,행동은 설명했지만 원문에 검증 미실행이 명시됐다.,LIMITED,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0013,C0013,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V01,행동은 설명했지만 원문에 검증 미실행이 명시됐다.,LIMITED,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,APP0013,C0013,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_07,M1_EVIDENCE_RUBRIC_V01,"직접 행동, 검증, 발견한 문제의 수정과 재검증이 원문에 있다.",STRONG,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07,APP0013,C0013,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_07,M1_EVIDENCE_RUBRIC_V01,"직접 행동, 검증, 발견한 문제의 수정과 재검증이 원문에 있다.",STRONG,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0013,C0013,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V01,팀 산출물에서 개인의 검증 범위를 분리할 수 없다.,LIMITED,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0013,C0013,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V01,기술 맥락과 검증 설명은 구체적이나 개인 수행 범위에는 추가 확인이 필요하다.,MODERATE,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,APP0013,C0013,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_09,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09,APP0013,C0013,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_09,M1_EVIDENCE_RUBRIC_V01,직접 수행한 행동과 검증을 원문에서 확인했다.,MODERATE,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_ML_01_EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0008,C0008,REVIEW_ML_01,ML_ENGINEER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V01,"직접 행동, 검증, 발견한 문제의 수정과 재검증이 원문에 있다.",STRONG,2026-10-20T10:37:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_REVIEW_HM_01_EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0008,C0008,REVIEW_HM_01,HIRING_MANAGER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V01,"직접 행동, 검증, 발견한 문제의 수정과 재검증이 원문에 있다.",STRONG,2026-10-20T10:37:00+09:00,SYNTHETIC_HUMAN_SCENARIO
