observation_id,evidence_id,application_id,candidate_id,evaluator_id,evaluator_role,skill_id,rubric_id,observation_text,proposed_level,explicit_limitation,created_at,decision_provenance
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0013,C0013,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0013,C0013,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V02,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,false,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0013,C0013,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0013,C0013,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V02,행동은 확인했지만 원문에 검증 미실행이 명시됐다.,LIMITED,true,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0013_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0013,C0013,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-16T11:54:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0008,C0008,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,행동·검증·수정과 재확인의 구체적 근거가 있다.,STRONG,false,2026-10-20T10:37:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0008,C0008,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-20T10:37:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0008,C0008,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-20T10:37:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0008,C0008,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-20T10:37:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0008_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0008,C0008,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-20T10:37:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0020,C0020,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,false,2026-10-23T13:09:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0020,C0020,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V02,행동·검증·수정과 재확인의 구체적 근거가 있다.,STRONG,false,2026-10-23T13:09:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0020,C0020,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-23T13:09:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0020,C0020,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V02,행동·검증·수정과 재확인의 구체적 근거가 있다.,STRONG,false,2026-10-23T13:09:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0020_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0020,C0020,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-23T13:09:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0027,C0027,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,false,2026-10-24T14:42:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0027,C0027,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V02,행동은 확인했지만 원문에 검증 미실행이 명시됐다.,LIMITED,true,2026-10-24T14:42:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0027,C0027,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T14:42:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0027,C0027,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V02,맥락과 검증 설명은 구체적이나 개인 수행 범위는 추가 확인이 필요하다.,MODERATE,false,2026-10-24T14:42:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0027_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0027,C0027,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T14:42:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0018,C0018,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,행동·검증·수정과 재확인의 구체적 근거가 있다.,STRONG,false,2026-10-22T14:53:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0018,C0018,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-22T14:53:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0018,C0018,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-22T14:53:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0018,C0018,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V02,행동·검증·수정과 재확인의 구체적 근거가 있다.,STRONG,false,2026-10-22T14:53:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0018_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0018,C0018,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-22T14:53:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0025_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0025_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0025,C0025,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,행동·검증·수정과 재확인의 구체적 근거가 있다.,STRONG,false,2026-10-24T16:02:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0025_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0025_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0025,C0025,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V02,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,false,2026-10-24T16:02:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0025_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0025_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0025,C0025,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V02,행동·검증·수정과 재확인의 구체적 근거가 있다.,STRONG,false,2026-10-24T16:02:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0025_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0025_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0025,C0025,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V02,행동·검증·수정과 재확인의 구체적 근거가 있다.,STRONG,false,2026-10-24T16:02:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0025_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0025_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0025,C0025,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T16:02:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0022,C0022,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-19T12:44:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0022,C0022,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-19T12:44:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0022,C0022,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-19T12:44:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0022,C0022,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-19T12:44:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0022,C0022,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-19T12:44:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0030_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,EV_APP0030_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01,APP0030,C0030,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_01,M1_EVIDENCE_RUBRIC_V02,행동은 확인했지만 원문에 검증 미실행이 명시됐다.,LIMITED,true,2026-10-24T13:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0030_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,EV_APP0030_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04,APP0030,C0030,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_04,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T13:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0030_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,EV_APP0030_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05,APP0030,C0030,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_05,M1_EVIDENCE_RUBRIC_V02,구체적인 행동과 검증을 확인했다.,MODERATE,false,2026-10-24T13:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0030_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,EV_APP0030_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06,APP0030,C0030,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_06,M1_EVIDENCE_RUBRIC_V02,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,false,2026-10-24T13:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0030_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,EV_APP0030_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08,APP0030,C0030,DOCUMENT_SCREEN_PANEL_01_RECRUITER,RECRUITER,M1_SKILL_08,M1_EVIDENCE_RUBRIC_V02,원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다.,NOT_OBSERVED,false,2026-10-24T13:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
