final_decision_id,review_round,hold_reason_code,resolution_plan,follow_up_activity_id,application_id,candidate_id,must_evidence_status,remaining_uncertainty,learnable_gap_summary,decision,rationale,decided_by,decided_at,decision_provenance
FD_APP0046_RE_REVIEW,RE_REVIEW,,,APP0046_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0046,C0046,UNRESOLVED,"[""M1_SKILL_04""]",[],DO_NOT_PROCEED,"{""accepted_uncertainty_plan"":[],""adverse_must"":[""M1_SKILL_04""],""decision_basis"":""INSUFFICIENT_DECISION_BASIS_AFTER_ONE_FOLLOW_UP"",""decision_refs"":[""DC_APP0046_M1_SKILL_03_002091"",""DC_APP0046_M1_SKILL_01_002089"",""DC_APP0046_M1_SKILL_02_002090"",""DC_APP0046_M1_SKILL_04_002092"",""DC_APP0046_M1_SKILL_05_002093"",""DC_APP0046_M1_SKILL_06_002094"",""DC_APP0046_M1_SKILL_07_002095"",""DC_APP0046_M1_SKILL_08_002096""],""disagreement_must"":[""M1_SKILL_04""],""human_rationale"":""한 차례 질문별 후속검증 뒤에도 필수 Skill 자체를 판단할 직접 근거가 미확보/미해결이다. 이번 채용 진행은 종료하되 역량 부족을 확인했다고 추론하지 않는다."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[""M1_SKILL_04""],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-01-31T12:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0070_INITIAL,INITIAL,,,,APP0070,C0070,COVERED,[],"[""M1_SKILL_06""]",PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0070_M1_SKILL_03_002099"",""DC_APP0070_M1_SKILL_01_002097"",""DC_APP0070_M1_SKILL_02_002098"",""DC_APP0070_M1_SKILL_04_002100"",""DC_APP0070_M1_SKILL_05_002101"",""DC_APP0070_M1_SKILL_06_002102"",""DC_APP0070_M1_SKILL_07_002103"",""DC_APP0070_M1_SKILL_08_002104""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[""M1_SKILL_06""],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-24T11:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0049_INITIAL,INITIAL,UNRESOLVED_EVIDENCE,"[{""anchor_evidence_id"":""EV_APP0049_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0049_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04"",""EV_APP0049_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""EV_APP0049_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""existing_observation_ids"":[""OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0049_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04"",""OB_FIRST_PANEL_01_HIRING_MANAGER_EV_APP0049_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_01_ML_ENGINEER_EV_APP0049_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_01_TECHNICAL_REVIEWER_EV_APP0049_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0049_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0049_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""앞선 검증 미실행의 범위를 재확인하고 요청한 검증을 수행했는가? 대상: EV_APP0049_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04 / 행동은 확인했지만 원문에 검증 미실행이 명시됐다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""UNRESOLVED_EVIDENCE"",""skill_id"":""M1_SKILL_04""}]",APP0049_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0049,C0049,UNRESOLVED,"[""M1_SKILL_04""]",[],HOLD,"{""adverse_must"":[""M1_SKILL_04""],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0049_M1_SKILL_03_002107"",""DC_APP0049_M1_SKILL_01_002105"",""DC_APP0049_M1_SKILL_02_002106"",""DC_APP0049_M1_SKILL_04_002108"",""DC_APP0049_M1_SKILL_05_002109"",""DC_APP0049_M1_SKILL_06_002110"",""DC_APP0049_M1_SKILL_07_002111"",""DC_APP0049_M1_SKILL_08_002112""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-01-27T11:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0049_RE_REVIEW,RE_REVIEW,,,APP0049_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0049,C0049,UNRESOLVED,"[""M1_SKILL_04""]",[],DO_NOT_PROCEED,"{""accepted_uncertainty_plan"":[],""adverse_must"":[""M1_SKILL_04""],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0049_M1_SKILL_03_002115"",""DC_APP0049_M1_SKILL_01_002113"",""DC_APP0049_M1_SKILL_02_002114"",""DC_APP0049_M1_SKILL_04_002116"",""DC_APP0049_M1_SKILL_05_002117"",""DC_APP0049_M1_SKILL_06_002118"",""DC_APP0049_M1_SKILL_07_002119"",""DC_APP0049_M1_SKILL_08_002120""],""disagreement_must"":[],""human_rationale"":""추가 검증 후에도 남은 명시적 필수 검증 제한/해석 충돌을 검토하여 이번 역할 진행을 보류하지 않고 종료한다."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-02-04T11:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0035_INITIAL,INITIAL,EVALUATOR_DISAGREEMENT,"[{""anchor_evidence_id"":""EV_APP0035_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0035_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04"",""EV_APP0035_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""EV_APP0035_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""existing_observation_ids"":[""OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0035_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04"",""OB_FIRST_PANEL_01_HIRING_MANAGER_EV_APP0035_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_01_ML_ENGINEER_EV_APP0035_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_FIRST_PANEL_01_TECHNICAL_REVIEWER_EV_APP0035_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0035_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0035_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""앞선 검증 미실행의 범위를 재확인하고 요청한 검증을 수행했는가? 대상: EV_APP0035_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_04 / 원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""UNRESOLVED_EVIDENCE"",""skill_id"":""M1_SKILL_04""},{""anchor_evidence_id"":""EV_APP0035_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0035_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05"",""EV_APP0035_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""EV_APP0035_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05""],""existing_observation_ids"":[""OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0035_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05"",""OB_FIRST_PANEL_01_HIRING_MANAGER_EV_APP0035_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_FIRST_PANEL_01_ML_ENGINEER_EV_APP0035_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_FIRST_PANEL_01_TECHNICAL_REVIEWER_EV_APP0035_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0035_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0035_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""공동 산출물 중 본인이 수행하고 검증한 범위를 기록으로 분리할 수 있는가? 대상: EV_APP0035_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05 / 원문에 해당 행동을 확인할 내용이 없다. 능력 부재를 뜻하지 않는다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""EVALUATOR_DISAGREEMENT"",""skill_id"":""M1_SKILL_05""}]",APP0035_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0035,C0035,UNRESOLVED,"[""M1_SKILL_04"",""M1_SKILL_05""]",[],HOLD,"{""adverse_must"":[""M1_SKILL_04""],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0035_M1_SKILL_03_002123"",""DC_APP0035_M1_SKILL_01_002121"",""DC_APP0035_M1_SKILL_02_002122"",""DC_APP0035_M1_SKILL_04_002124"",""DC_APP0035_M1_SKILL_05_002125"",""DC_APP0035_M1_SKILL_06_002126"",""DC_APP0035_M1_SKILL_07_002127"",""DC_APP0035_M1_SKILL_08_002128""],""disagreement_must"":[""M1_SKILL_05""],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[""M1_SKILL_05""],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-01-24T11:15:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0035_RE_REVIEW,RE_REVIEW,,,APP0035_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0035,C0035,UNRESOLVED,"[""M1_SKILL_05""]",[],DO_NOT_PROCEED,"{""accepted_uncertainty_plan"":[],""adverse_must"":[],""decision_basis"":""INSUFFICIENT_DECISION_BASIS_AFTER_ONE_FOLLOW_UP"",""decision_refs"":[""DC_APP0035_M1_SKILL_03_002131"",""DC_APP0035_M1_SKILL_01_002129"",""DC_APP0035_M1_SKILL_02_002130"",""DC_APP0035_M1_SKILL_04_002132"",""DC_APP0035_M1_SKILL_05_002133"",""DC_APP0035_M1_SKILL_06_002134"",""DC_APP0035_M1_SKILL_07_002135"",""DC_APP0035_M1_SKILL_08_002136""],""disagreement_must"":[""M1_SKILL_05""],""human_rationale"":""한 차례 질문별 후속검증 뒤에도 필수 Skill 자체를 판단할 직접 근거가 미확보/미해결이다. 이번 채용 진행은 종료하되 역량 부족을 확인했다고 추론하지 않는다."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[""M1_SKILL_05""],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_05""]}",FINAL_PANEL_01,2027-02-01T12:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0077_INITIAL,INITIAL,,,,APP0077,C0077,COVERED,[],[],PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0077_M1_SKILL_03_002139"",""DC_APP0077_M1_SKILL_01_002137"",""DC_APP0077_M1_SKILL_02_002138"",""DC_APP0077_M1_SKILL_04_002140"",""DC_APP0077_M1_SKILL_05_002141"",""DC_APP0077_M1_SKILL_06_002142"",""DC_APP0077_M1_SKILL_07_002143"",""DC_APP0077_M1_SKILL_08_002144""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-22T11:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0096_INITIAL,INITIAL,,,,APP0096,C0096,COVERED,[],[],PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0096_M1_SKILL_03_002147"",""DC_APP0096_M1_SKILL_01_002145"",""DC_APP0096_M1_SKILL_02_002146"",""DC_APP0096_M1_SKILL_04_002148"",""DC_APP0096_M1_SKILL_05_002149"",""DC_APP0096_M1_SKILL_06_002150"",""DC_APP0096_M1_SKILL_07_002151"",""DC_APP0096_M1_SKILL_08_002152""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-22T11:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0102_INITIAL,INITIAL,,,,APP0102,C0102,COVERED,[],"[""M1_SKILL_06""]",PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0102_M1_SKILL_03_002155"",""DC_APP0102_M1_SKILL_01_002153"",""DC_APP0102_M1_SKILL_02_002154"",""DC_APP0102_M1_SKILL_04_002156"",""DC_APP0102_M1_SKILL_05_002157"",""DC_APP0102_M1_SKILL_06_002158"",""DC_APP0102_M1_SKILL_07_002159"",""DC_APP0102_M1_SKILL_08_002160""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[""M1_SKILL_06""],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-28T11:15:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0050_INITIAL,INITIAL,,,,APP0050,C0050,COVERED,[],[],PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0050_M1_SKILL_03_002163"",""DC_APP0050_M1_SKILL_01_002161"",""DC_APP0050_M1_SKILL_02_002162"",""DC_APP0050_M1_SKILL_04_002164"",""DC_APP0050_M1_SKILL_05_002165"",""DC_APP0050_M1_SKILL_06_002166"",""DC_APP0050_M1_SKILL_07_002167"",""DC_APP0050_M1_SKILL_08_002168""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-26T11:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0059_INITIAL,INITIAL,EVALUATOR_DISAGREEMENT,"[{""anchor_evidence_id"":""EV_APP0059_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05"",""context"":""학습·협업 행동의 상황·행동·피드백 확인"",""existing_evidence_ids"":[""EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05"",""EV_APP0059_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""EV_APP0059_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05""],""existing_observation_ids"":[""OB_DOCUMENT_SCREEN_PANEL_01_RECRUITER_EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05"",""OB_FIRST_PANEL_09_HIRING_MANAGER_EV_APP0059_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_FIRST_PANEL_09_ML_ENGINEER_EV_APP0059_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_FIRST_PANEL_09_TECHNICAL_REVIEWER_EV_APP0059_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05"",""OB_SECOND_INTERVIEW_PANEL_01_HIRING_MANAGER_EV_APP0059_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05"",""OB_SECOND_INTERVIEW_PANEL_01_ML_ENGINEER_EV_APP0059_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05""],""method"":""BEHAVIORAL_INTERACTION"",""question"":""공동 산출물 중 본인이 수행하고 검증한 범위를 기록으로 분리할 수 있는가? 대상: EV_APP0059_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05 / 행동은 확인했지만 원문에 검증 미실행이 명시됐다. / 학습·협업 행동의 상황·행동·피드백 확인"",""reason"":""EVALUATOR_DISAGREEMENT"",""skill_id"":""M1_SKILL_05""}]",APP0059_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0059,C0059,UNRESOLVED,"[""M1_SKILL_05""]","[""M1_SKILL_06""]",HOLD,"{""adverse_must"":[""M1_SKILL_05""],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0059_M1_SKILL_03_002171"",""DC_APP0059_M1_SKILL_01_002169"",""DC_APP0059_M1_SKILL_02_002170"",""DC_APP0059_M1_SKILL_04_002172"",""DC_APP0059_M1_SKILL_05_002173"",""DC_APP0059_M1_SKILL_06_002174"",""DC_APP0059_M1_SKILL_07_002175"",""DC_APP0059_M1_SKILL_08_002176""],""disagreement_must"":[""M1_SKILL_05""],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[""M1_SKILL_06""],""missing_must"":[],""must_not_decisionable"":[""M1_SKILL_05""],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_05""]}",FINAL_PANEL_01,2027-01-27T11:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0059_RE_REVIEW,RE_REVIEW,,,APP0059_FINAL_REVIEW_FOCUSED_FOLLOW_UP,APP0059,C0059,UNRESOLVED,"[""M1_SKILL_05""]","[""M1_SKILL_06""]",DO_NOT_PROCEED,"{""accepted_uncertainty_plan"":[],""adverse_must"":[""M1_SKILL_05""],""decision_basis"":""INSUFFICIENT_DECISION_BASIS_AFTER_ONE_FOLLOW_UP"",""decision_refs"":[""DC_APP0059_M1_SKILL_03_002179"",""DC_APP0059_M1_SKILL_01_002177"",""DC_APP0059_M1_SKILL_02_002178"",""DC_APP0059_M1_SKILL_04_002180"",""DC_APP0059_M1_SKILL_05_002181"",""DC_APP0059_M1_SKILL_06_002182"",""DC_APP0059_M1_SKILL_07_002183"",""DC_APP0059_M1_SKILL_08_002184""],""disagreement_must"":[""M1_SKILL_05""],""human_rationale"":""한 차례 질문별 후속검증 뒤에도 필수 Skill 자체를 판단할 직접 근거가 미확보/미해결이다. 이번 채용 진행은 종료하되 역량 부족을 확인했다고 추론하지 않는다."",""learnable_gaps"":[""M1_SKILL_06""],""missing_must"":[],""must_not_decisionable"":[""M1_SKILL_05""],""repeated_must_limitations"":[],""review_round"":""RE_REVIEW"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_05""]}",FINAL_PANEL_01,2027-02-04T12:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0113_INITIAL,INITIAL,,,,APP0113,C0113,COVERED,[],[],PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0113_M1_SKILL_03_002187"",""DC_APP0113_M1_SKILL_01_002185"",""DC_APP0113_M1_SKILL_02_002186"",""DC_APP0113_M1_SKILL_04_002188"",""DC_APP0113_M1_SKILL_05_002189"",""DC_APP0113_M1_SKILL_06_002190"",""DC_APP0113_M1_SKILL_07_002191"",""DC_APP0113_M1_SKILL_08_002192""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-01-28T11:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0115_INITIAL,INITIAL,,,,APP0115,C0115,REPEATED_LIMITATION,"[""M1_SKILL_04""]",[],DO_NOT_PROCEED,"{""adverse_must"":[""M1_SKILL_04""],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0115_M1_SKILL_03_002195"",""DC_APP0115_M1_SKILL_01_002193"",""DC_APP0115_M1_SKILL_02_002194"",""DC_APP0115_M1_SKILL_04_002196"",""DC_APP0115_M1_SKILL_05_002197"",""DC_APP0115_M1_SKILL_06_002198"",""DC_APP0115_M1_SKILL_07_002199"",""DC_APP0115_M1_SKILL_08_002200""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[""M1_SKILL_04""],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_04""]}",FINAL_PANEL_01,2027-02-02T11:15:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0082_INITIAL,INITIAL,,,,APP0082,C0082,COVERED,[],[],PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0082_M1_SKILL_03_002203"",""DC_APP0082_M1_SKILL_01_002201"",""DC_APP0082_M1_SKILL_02_002202"",""DC_APP0082_M1_SKILL_04_002204"",""DC_APP0082_M1_SKILL_05_002205"",""DC_APP0082_M1_SKILL_06_002206"",""DC_APP0082_M1_SKILL_07_002207"",""DC_APP0082_M1_SKILL_08_002208""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-02-04T11:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0135_INITIAL,INITIAL,,,,APP0135,C0135,COVERED,[],"[""M1_SKILL_06""]",PROCEED_TO_OFFER,"{""adverse_must"":[],""decision_basis"":""EXISTING_EVIDENCE_REVIEW"",""decision_refs"":[""DC_APP0135_M1_SKILL_03_002211"",""DC_APP0135_M1_SKILL_01_002209"",""DC_APP0135_M1_SKILL_02_002210"",""DC_APP0135_M1_SKILL_04_002212"",""DC_APP0135_M1_SKILL_05_002213"",""DC_APP0135_M1_SKILL_06_002214"",""DC_APP0135_M1_SKILL_07_002215"",""DC_APP0135_M1_SKILL_08_002216""],""disagreement_must"":[],""human_rationale"":""필수 근거·반복된 명시적 제한·남은 확인 질문을 검토한 합성 패널 판단."",""learnable_gaps"":[""M1_SKILL_06""],""missing_must"":[],""must_not_decisionable"":[],""repeated_must_limitations"":[],""review_round"":""INITIAL"",""rubric_id"":""M1_EVIDENCE_RUBRIC_V02"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-02-07T11:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
